date,date_string,latitude,longitude,type,description,perpetrator,weapon,year,month,day,event_id,id
2023-10-29,2023-10-29,31.5128679,34.4581358,Health Care,Health facility incident,Government of Israel,Not Applicable: No Direct Violence,2023,10,29,41445,539
2023-10-29,2023-10-29,31.4482157917,34.393408289,Health Care,"Dentist, Nurse: 2 killed",Israeli Defence Forces,Aerial Bomb: Plane,2023,10,29,41663,540
2023-10-29,2023-10-29,31.5166666667,34.45,Health Care,Health facility incident,Government of Israel,Not Applicable: No Direct Violence,2023,10,29,42141,541
2023-10-29,2023-10-29,31.3478325696,34.2932331562,Health Care,Health facility incident,Government of Israel,Not Applicable: No Direct Violence,2023,10,29,41441,542
2023-10-30,2023-10-30,31.5057881419,34.4304817915,Health Care,Health facility incident,Government of Israel,Not Applicable: No Direct Violence,2023,10,30,41715,543
2023-10-30,2023-10-30,31.4794493865,34.4117117284,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,30,41486,544
2023-10-30,2023-10-30,31.3023150385,34.3195736658,Health Care,Health facility incident,Israeli Defence Forces,No Information on the Weapon Used,2023,10,30,41725,545
2023-10-30,2023-10-30,31.4794493865,34.4117117284,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,30,41724,546
2023-10-30,2023-10-30,32.468330249,35.2869923852,Health Care,1 facility(ies) damaged; forceful entry,Israeli Defence Forces,Firearms,2023,10,30,41483,547
2023-10-30,2023-10-30,31.5059024273,34.4307071718,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,30,41719,548
2023-10-30,2023-10-30,31.3478325696,34.2932331562,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,30,41716,549
2023-10-30,2023-10-30,31.5128679,34.4581358,Health Care,"Doctor, Student(Tertiary): 2 killed",Israeli Defence Forces,Aerial Bomb: Plane,2023,10,30,41721,550
2023-10-30,2023-10-30,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,Firearms,2023,10,30,41617,551
2023-10-30,2023-10-30,31.507151,34.4519234,Health Care,"Dentist, Nurse: 4 killed",Israeli Defence Forces,Aerial Bomb: Plane,2023,10,30,41664,552
2023-10-30,2023-10-30,31.5387490339,34.4737203489,Health Care,1 ambulance(s) destroyed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,30,41482,553
2023-10-30,2023-10-30,31.5060213416,34.4305675759,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,30,86185,554
2023-10-30,2023-10-30,31.4203604,34.3721461689,Health Care,Nurse: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,30,74119,555
2023-10-30,2023-10-30,31.6938308821,35.1844668501,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,30,89576,556
2023-10-30,2023-10-30,31.4432234,34.360007,Health Care,HeadOfProgramme: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,30,84694,557
2023-10-31,2023-10-31,31.534,34.4574,Food System,31 October 2023: Israeli military airplanes struck a bakery. An unspecified number of Palestinians were killed.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,31,98161,558
2023-10-31,2023-10-31,31.4876259,34.4440945219,Health Care,Doctor: 1 killed,Israeli Defence Forces,Firearms,2023,10,31,68327,559
2023-10-31,2023-10-31,31.4225658441,34.3863701789,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Firearms,2023,10,31,74746,560
2023-10-31,2023-10-31,32.483853,35.2299459,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,31,89578,561
2023-10-31,2023-10-31,31.5356020826,34.4470303046,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,31,72238,562
2023-10-31,2023-10-31,31.2752047,34.2558269,Health Care,Technician: 1 killed,Israeli Defence Forces,Firearms,2023,10,31,69246,563
2023-10-31,2023-10-31,31.3023150385,34.3195736658,Health Care,vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,31,86187,564
2023-10-31,2023-10-31,31.5290924248,34.4840203437,Health Care,Paramedic: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,31,61167,565
2023-10-31,2023-10-31,31.4879035,34.4445419,Health Care,Doctor: 1 killed,Israeli Defence Forces,Shelling,2023,10,31,68328,566
2023-10-31,2023-10-31,31.5290924248,34.4840203437,Health Care,Doctor: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,31,41752,567
2023-10-31,2023-10-31,31.4432234,34.360007,Health Care,Technician: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,31,41720,568
2023-10-31,2023-10-31,31.5057881419,34.4304817915,Health Care,vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,31,41722,569
2023-10-31,2023-10-31,31.5251143978,34.4444321358,Health Care,Doctor: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,31,41714,570
2023-10-31,2023-10-31,31.534,34.4574,Food System,October 2023: Israeli military airplanes struck a bakery.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,31,111147,571
2023-10-31,2023-10-31,32.483853,35.2299459,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,31,89580,572
2023-11-01,2023-11-01,31.5057881419,34.4304817915,Health Care,vicinity affected,Israeli Defence Forces,Shelling,2023,11,1,41696,573
2023-11-01,2023-11-01,31.5336277465,34.4596266904,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Unspecified Explosive,2023,11,1,41674,574
2023-11-01,2023-11-01,31.4794493865,34.4117117284,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,1,41701,575
2023-11-01,2023-11-01,31.5166666667,34.45,Health Care,access obstructed,Government of Israel,Not Applicable: No Direct Violence,2023,11,1,41713,576
2023-11-01,2023-11-01,31.5282137,34.4831674,Health Care,Doctor: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,1,68378,577
2023-11-01,2023-11-01,31.5251142699,34.4474387115,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Shelling,2023,11,1,41694,578
2023-11-01,2023-11-01,31.5282137,34.4831674,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,1,74845,579
2023-11-01,2023-11-01,31.3478325696,34.2932331562,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,1,86463,580
2023-11-01,2023-11-01,31.5183738828,34.4554415311,Health Care,Nurse: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,1,84759,581
2023-11-01,2023-11-01,31.532192,34.4667695,Health Care,Technician: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,1,41749,582
2023-11-02,2023-11-02,31.5140202671,34.4251715115,Health Care,Paramedic: 2 injured; 1 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,11,2,41698,583
2023-11-02,2023-11-02,32.2540588,35.1891123,Health Care,access obstructed,Israeli Defence Forces,"Tasers, Live and Rubber Bullets",2023,11,2,89595,584
2023-11-02,2023-11-02,32.2540588,35.1891123,Health Care,access obstructed,Israeli Defence Forces,"Tasers, Live and Rubber Bullets",2023,11,2,89597,585
2023-11-02,2023-11-02,31.4432234,34.360007,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,2,75505,586
2023-11-02,2023-11-02,32.468330249,35.2869923852,Health Care,Health facility incident,Israeli Defence Forces,Firearms,2023,11,2,41699,587
2023-11-02,2023-11-02,31.5057881419,34.4304817915,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,2,41704,588
2023-11-02,2023-11-02,31.5240854092,34.443495558,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,2,41709,589
2023-11-02,2023-11-02,31.4225658441,34.3863701789,Health Care,"Dentist, Doctor: 3 killed",Israeli Defence Forces,Aerial Bomb: Plane,2023,11,2,41700,590
2023-11-03,2023-11-03,31.4432234,34.360007,Health Care,"Dentist, Doctor, Pharmacist: 3 killed",Israeli Defence Forces,Unspecified Explosive,2023,11,3,64319,591
2023-11-03,2023-11-03,31.5351927833,34.5093655515,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,3,41688,592
2023-11-03,2023-11-03,31.529385064,34.5066833496,Health Care,Military Medic: 1 killed,Unidentified Armed Actor,Firearms,2023,11,3,44679,593
2023-11-03,2023-11-03,31.3478325696,34.2932331562,Health Care,Health facility incident,Israeli Defence Forces,No Information on the Weapon Used,2023,11,3,41711,594
2023-11-03,2023-11-03,31.4851129702,34.3988073813,Health Care,1 ambulance(s) destroyed,Israeli Defence Forces,Shelling,2023,11,3,41692,595
2023-11-03,2023-11-03,31.5240854092,34.443495558,Health Care,Paramedic: 1 injured; vicinity affected; 1 ambulance(s) destroyed,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,3,41690,596
2023-11-03,2023-11-03,31.5059024273,34.4307071718,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,3,86188,597
2023-11-03,2023-11-03,31.3443293,34.3095897,Health Care,Administrator: 1 killed,Israeli Defence Forces,Firearms,2023,11,3,68313,598
2023-11-03,2023-11-03,31.4432234,34.360007,Health Care,Dentist: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,3,71909,599
2023-11-03,2023-11-03,31.5057881419,34.4304817915,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,3,86189,600
2023-11-03,2023-11-03,31.4432234,34.360007,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Firearms,2023,11,3,74714,601
2023-11-03,2023-11-03,31.4200022681,34.3597412109,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,3,86234,602
2023-11-03,2023-11-03,31.5057881419,34.4304817915,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,3,41689,603
2023-11-04,2023-11-04,31.5134844,34.4528214,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,4,85256,604
2023-11-04,2023-11-04,31.4432234,34.360007,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Firearms,2023,11,4,71942,605
2023-11-04,2023-11-04,31.5330246873,34.4587254595,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,4,41686,606
2023-11-04,2023-11-04,31.4415522024,34.3597412109,Health Care,"Doctor: 1 killed, 1 injured",Israeli Defence Forces,Aerial Bomb: Plane,2023,11,4,41900,607
2023-11-04,2023-11-04,31.5240854092,34.443495558,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,4,41750,608
2023-11-04,2023-11-04,31.5351927833,34.5093655515,Health Care,vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,4,41687,609
2023-11-05,2023-11-05,31.5323480241,34.4616007643,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,5,41758,610
2023-11-05,2023-11-05,31.5057881419,34.4304817915,Health Care,1 facility(ies) damaged; 5 ambulance(s) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,5,41685,611
2023-11-05,2023-11-05,31.5323480241,34.4616007643,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,5,41761,612
2023-11-05,2023-11-05,31.5326402242,34.459701715,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,5,41683,613
2023-11-05,2023-11-05,31.5323480241,34.4616007643,Health Care,1 facility(ies) damaged; HospitalStaff: 3 injured,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,5,41759,614
2023-11-05,2023-11-05,31.509642,34.44346,Health Care,"Dentist, Doctor: 2 killed",Israeli Defence Forces,Aerial Bomb: Plane,2023,11,5,44071,615
2023-11-05,2023-11-05,31.5166666667,34.45,Health Care,Health facility incident,Government of Israel,Not Applicable: No Direct Violence,2023,11,5,41756,616
2023-11-05,2023-11-05,31.5323480241,34.4616007643,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,5,41684,617
2023-11-05,2023-11-05,31.5351927833,34.5093655515,Health Care,vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,5,41682,618
2023-11-05,2023-11-05,31.5384016638,34.5013082588,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,5,86273,619
2023-11-05,2023-11-05,31.5336277465,34.4596266904,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,5,41735,620
2023-11-06,2023-11-06,31.5240854092,34.443495558,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Drone,2023,11,6,41739,621
2023-11-06,2023-11-06,32.446341,35.1693494,Health Care,ProgrammeStaff: 1 injured; access obstructed,Israeli Defence Forces,Firearms,2023,11,6,89599,622
2023-11-06,2023-11-06,31.4482157917,34.393408289,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,6,75011,623
2023-11-06,2023-11-06,31.4482157917,34.393408289,Health Care,Administrator: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,6,68542,624
2023-11-06,2023-11-06,31.5128679,34.4581358,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,6,74878,625
2023-11-06,2023-11-06,31.4200022681,34.3597412109,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,6,86235,626
2023-11-06,2023-11-06,31.4876259,34.4440945219,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,6,69203,627
2023-11-06,2023-11-06,31.3407357822,34.2993159504,Health Care,Health facility incident,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,6,41809,628
2023-11-06,2023-11-06,31.4427238495,34.3679766298,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Firearms,2023,11,6,74978,629
2023-11-06,2023-11-06,31.5128679,34.4581358,Health Care,access obstructed,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,6,41740,630
2023-11-06,2023-11-06,31.5356020826,34.4470303046,Health Care,Technician: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,6,41763,631
2023-11-06,2023-11-06,31.4432234,34.360007,Health Care,Paramedic: 4 injured,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,6,41879,632
2023-11-06,2023-11-06,31.5338797038,34.506565336,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,6,41888,633
2023-11-06,2023-11-06,31.5473440388,34.4575989674,Health Care,forceful entry; facility occupation,Israeli Defence Forces,Firearms,2023,11,6,41808,634
2023-11-06,2023-11-06,31.5057881419,34.4304817915,Health Care,vicinity affected; access obstructed,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,6,41810,635
2023-11-06,2023-11-06,31.5118250898,34.4558702144,Health Care,Doctor: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,6,41811,636
2023-11-06,2023-11-06,31.5351927833,34.5093655515,Health Care,access obstructed,Government of Israel,Not Applicable: No Direct Violence,2023,11,6,41844,637
2023-11-06,2023-11-06,31.5240854092,34.443495558,Health Care,vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,6,41766,638
2023-11-07,2023-11-07,31.5249953799,34.4445419596,Health Care,Driver: 1 injured; 2 ambulance(s) damaged,Israeli Defence Forces,Unspecified Explosive,2023,11,7,41764,639
2023-11-07,2023-11-07,31.5351927833,34.5093655515,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Unspecified Explosive,2023,11,7,41886,640
2023-11-07,2023-11-07,31.5384016638,34.5013082588,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Unspecified Explosive,2023,11,7,41883,641
2023-11-07,2023-11-07,32.3136127735,35.0349283566,Health Care,1 facility(ies) damaged,Unidentified Armed Actor,"Firearms, Unspecified IED",2023,11,7,42742,642
2023-11-07,2023-11-07,31.5057881419,34.4304817915,Health Care,vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,7,41665,643
2023-11-07,2023-11-07,31.351716943,34.3209957959,Health Care,vicinity affected,Israeli Defence Forces,Shelling,2023,11,7,85269,644
2023-11-07,2023-11-07,31.5330246873,34.4587254595,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Unspecified Explosive,2023,11,7,85233,645
2023-11-07,2023-11-07,31.5323480241,34.4616007643,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,7,41881,646
2023-11-08,2023-11-08,31.5290924248,34.4840203437,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Firearms,2023,11,8,75638,647
2023-11-08,2023-11-08,31.3023150385,34.3195736658,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,8,86266,648
2023-11-08,2023-11-08,31.3478325696,34.2932331562,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,8,41869,649
2023-11-08,2023-11-08,31.4427238495,34.3679766298,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,8,41903,650
2023-11-08,2023-11-08,31.5128679,34.4581358,Health Care,Doctor: 2 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,8,69736,651
2023-11-08,2023-11-08,31.4380371731,34.3679766298,Health Care,Doctor: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,8,41901,652
2023-11-08,2023-11-08,31.5363212588,34.4962499376,Health Care,vicinity affected,Israeli Defence Forces,Unspecified Explosive,2023,11,8,41892,653
2023-11-08,2023-11-08,31.4392088642,34.3597412109,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,8,41904,654
2023-11-08,2023-11-08,31.5330246873,34.4587254595,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,8,41871,655
2023-11-08,2023-11-08,31.5290924248,34.4840203437,Health Care,Nurse: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,8,42399,656
2023-11-08,2023-11-08,31.5240854092,34.443495558,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,8,41773,657
2023-11-08,2023-11-08,31.4403805406,34.3679766298,Health Care,Technician: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,8,41905,658
2023-11-08,2023-11-08,31.4456529032,34.3624863506,Health Care,Dentist: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,8,41906,659
2023-11-08,2023-11-08,31.5057881419,34.4304817915,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,8,41884,660
2023-11-09,2023-11-09,31.5175095782,34.4454646253,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,9,41870,661
2023-11-09,2023-11-09,31.5338797038,34.506565336,Health Care,HospitalStaff: 8 injured; vicinity affected; 1 ambulance(s) destroyed,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,9,41908,662
2023-11-09,2023-11-09,32.4620862094,35.2915349538,Health Care,Health facility incident,Israeli Defence Forces,Firearms,2023,11,9,41876,663
2023-11-09,2023-11-09,31.5240854092,34.443495558,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,9,41774,664
2023-11-09,2023-11-09,31.5326402242,34.459701715,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,9,85324,665
2023-11-09,2023-11-09,31.5351927833,34.5093655515,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Missile,2023,11,9,41880,666
2023-11-09,2023-11-09,31.5330246873,34.4587254595,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,11,9,41895,667
2023-11-09,2023-11-09,31.5336277465,34.4596266904,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,9,85234,668
2023-11-09,2023-11-09,31.5330246873,34.4587254595,Health Care,access obstructed,Israeli Defence Forces,Aerial Bomb: Drone,2023,11,9,41893,669
2023-11-09,2023-11-09,32.4601429368,35.2877427919,Health Care,"AmbulanceDriver, Paramedic: 2 injured; 1 ambulance(s) damaged",Israeli Defence Forces,Firearms,2023,11,9,41874,670
2023-11-09,2023-11-09,32.4601429368,35.2877427919,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,11,9,89618,671
2023-11-09,2023-11-09,31.5330246873,34.4587254595,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Artillery,2023,11,9,41894,672
2023-11-09,2023-11-09,32.4601429368,35.2877427919,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,11,9,89615,673
2023-11-09,2023-11-09,32.5012334,35.1676363,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,11,9,89612,674
2023-11-09,2023-11-09,32.2053935884,35.2865839068,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,11,9,89608,675
2023-11-09,2023-11-09,31.3035067571,34.3178123355,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Unspecified Explosive,2023,11,9,85307,676
2023-11-09,2023-11-09,32.2053935884,35.2865839068,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,11,9,89619,677
2023-11-09,2023-11-09,32.4601429368,35.2877427919,Health Care,access obstructed,Israeli Defence Forces,Other Weapon,2023,11,9,89617,678
2023-11-09,2023-11-09,31.5338797038,34.506565336,Health Care,Volunteer: 1 injured; 2 ambulance(s) destroyed,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,9,86058,679
2023-11-09,2023-11-09,32.2074634059,35.300831809,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,11,9,89605,680
2023-11-10,2023-11-10,31.5326402242,34.459701715,Health Care,vicinity affected; access obstructed,Israeli Defence Forces,Artillery,2023,11,10,41861,681
2023-11-10,2023-11-10,31.4432234,34.360007,Health Care,Doctor: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,10,69737,682
2023-11-10,2023-11-10,31.4384767815,34.4034718931,Health Care,Nurse: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,10,74980,683
2023-11-10,2023-11-10,31.5356020826,34.4470303046,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Firearms,2023,11,10,74979,684
2023-11-10,2023-11-10,31.2830204,34.2805069396,Health Care,"Pharmacist, Student(Tertiary): 2 killed",Israeli Defence Forces,Firearms,2023,11,10,74944,685
2023-11-10,2023-11-10,31.4474102914,34.3872070313,Health Care,"HeadOfProgramme: 1 killed, 1 arrested",Israeli Defence Forces,Firearms,2023,11,10,53595,686
2023-11-10,2023-11-10,31.719444,35.198889,Health Care,Paramedic: 2 injured; access obstructed,Israeli Defence Forces,Firearms,2023,11,10,41866,687
2023-11-10,2023-11-10,31.504679,34.4349021,Health Care,"Paramedic: 1 injured, 1 arrested",Israeli Defence Forces,Firearms,2023,11,10,56570,688
2023-11-10,2023-11-10,31.5323480241,34.4616007643,Health Care,vicinity affected; access obstructed,Israeli Defence Forces,Artillery,2023,11,10,41863,689
2023-11-10,2023-11-10,31.5057881419,34.4304817915,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Firearms,2023,11,10,41858,690
2023-11-10,2023-11-10,31.5240854092,34.443495558,Health Care,Health facility incident,Israeli Defence Forces,No Information on the Weapon Used,2023,11,10,41777,691
2023-11-10,2023-11-10,31.5240854092,34.443495558,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,10,41776,692
2023-11-10,2023-11-10,31.4432234,34.360007,Health Care,facility occupation; access obstructed,Israeli Defence Forces,No Information on the Weapon Used,2023,11,10,41938,693
2023-11-10,2023-11-10,31.5336277465,34.4596266904,Health Care,vicinity affected; access obstructed,Israeli Defence Forces,Artillery,2023,11,10,41862,694
2023-11-10,2023-11-10,31.5330246873,34.4587254595,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,11,10,42327,695
2023-11-11,2023-11-11,31.5240854092,34.443495558,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,11,41902,696
2023-11-11,2023-11-11,31.5233034674,34.4459474906,Health Care,vicinity affected,Israeli Defence Forces,Unspecified Explosive,2023,11,11,42123,697
2023-11-11,2023-11-11,31.5057881419,34.4304817915,Health Care,vicinity affected,Israeli Defence Forces,Artillery,2023,11,11,41851,698
2023-11-11,2023-11-11,31.5357348,34.4471198,Health Care,1 facility(ies) destroyed,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,11,41954,699
2023-11-11,2023-11-11,31.5240854092,34.443495558,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,11,41856,700
2023-11-11,2023-11-11,31.5057881419,34.4304817915,Health Care,vicinity affected,Israeli Defence Forces,Shelling,2023,11,11,41926,701
2023-11-11,2023-11-11,31.5240854092,34.443495558,Health Care,Health facility incident,Israeli Defence Forces,Unspecified Explosive,2023,11,11,41899,702
2023-11-11,2023-11-11,31.55012685,34.5033133774,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Firearms,2023,11,11,69241,703
2023-11-11,2023-11-11,31.5240854092,34.443495558,Health Care,access obstructed,Israeli Defence Forces,Unspecified Explosive,2023,11,11,41784,704
2023-11-11,2023-11-11,31.5351927833,34.5093655515,Health Care,vicinity affected,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,11,41913,705
2023-11-11,2023-11-11,31.5057881419,34.4304817915,Health Care,Health facility incident,Israeli Defence Forces,Firearms,2023,11,11,42008,706
2023-11-11,2023-11-11,31.5240854092,34.443495558,Health Care,Nurse: 3 killed; vicinity affected,Israeli Defence Forces,Unspecified Explosive,2023,11,11,41956,707
2023-11-11,2023-11-11,31.5128679,34.4581358,Health Care,Nurse: 1 killed,Israeli Defence Forces,Missile,2023,11,11,75010,708
2023-11-11,2023-11-11,31.5240854092,34.443495558,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Artillery,2023,11,11,86115,709
2023-11-11,2023-11-11,31.3478325696,34.2932331562,Health Care,Health facility incident,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,11,11,86464,710
2023-11-11,2023-11-11,31.5240854092,34.443495558,Health Care,access obstructed,Government of Israel,Not Applicable: No Direct Violence,2023,11,11,41807,711
2023-11-12,2023-11-12,31.5240854092,34.443495558,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,12,42020,712
2023-11-12,2023-11-12,31.4183455,34.3502476,Health Care,Nurse: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,11,12,74977,713
2023-11-12,2023-11-12,31.5338797038,34.506565336,Health Care,vicinity affected,Israeli Defence Forces,Shelling,2023,11,12,86056,714
2023-11-12,2023-11-12,31.5240854092,34.443495558,Health Care,Technician: 1 injured; vicinity affected,Israeli Defence Forces,Firearms,2023,11,12,42021,715
2023-11-12,2023-11-12,31.527309135,34.451649769,Health Care,1 facility(ies) destroyed; forceful entry,Israeli Defence Forces,Firearms,2023,11,12,41955,716
2023-11-12,2023-11-12,31.5166666667,34.45,Health Care,Doctor: 2 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,11,12,41957,717
