date,date_string,latitude,longitude,type,description,perpetrator,weapon,year,month,day,event_id,id
2023-01-05,2023-01-05,31.65328,35.2293265,Health Care,AmbulanceDriver: 1 injured,Demonstrators,"Stones, Sticks and Gravel",2023,1,5,36570,1
2023-01-12,2023-01-12,32.0267056794,35.2904891968,Health Care,access obstructed,No Information,No Information on the Weapon Used,2023,1,12,37090,2
2023-01-13,2023-01-13,32.0252510884,35.290145874,Health Care,1 ambulance(s) damaged,No Information,Firearms,2023,1,13,36926,3
2023-01-19,2023-01-19,32.4620862094,35.2915349538,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Firearms,2023,1,19,36927,4
2023-01-21,2023-01-21,31.9030543,35.1952255,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,1,21,36935,5
2023-01-26,2023-01-26,32.460533,35.2881918,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,1,26,37168,6
2023-01-26,2023-01-26,32.4620862094,35.2915349538,Health Care,Health facility incident,Israeli Defence Forces,"Tasers, Live and Rubber Bullets",2023,1,26,37167,7
2023-02-02,2023-02-02,31.7629636205,34.9384953773,Health Care,access obstructed,No Information,Firearms,2023,2,2,39372,8
2023-02-13,2023-02-13,31.8125660076,35.245844152,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,2,13,38020,9
2023-02-13,2023-02-13,31.528902,35.0944873,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,2,13,38023,10
2023-02-22,2023-02-22,32.2195549125,35.2589893341,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,2,22,38960,11
2023-02-22,2023-02-22,32.2205316,35.2569374,Health Care,"AmbulanceDriver, OtherHealthProfessional, Paramedic: 2 injured; access obstructed",Israeli Defence Forces,Firearms,2023,2,22,37982,12
2023-02-22,2023-02-22,32.2166679436,35.2593111992,Health Care,access obstructed; 1 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,2,22,37962,13
2023-02-22,2023-02-22,32.2200925575,35.2602767944,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,2,22,37979,14
2023-02-22,2023-02-22,32.2202806639,35.2597403526,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,2,22,38936,15
2023-02-26,2023-02-26,32.1521357,35.2571332,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,2,26,38067,16
2023-02-26,2023-02-26,32.1521357,35.2571332,Health Care,1 ambulance(s) damaged,Israeli settlers,"Stones, Sticks and Gravel",2023,2,26,38054,17
2023-02-26,2023-02-26,32.1917967183,35.1960754395,Health Care,1 ambulance(s) damaged,Israeli settlers,"Stones, Sticks and Gravel",2023,2,26,38053,18
2023-02-27,2023-02-27,32.11534039,35.2572101178,Health Care,1 ambulance(s) damaged,Israeli settlers,"Stones, Sticks and Gravel",2023,2,27,38044,19
2023-03-01,2023-03-01,31.8392847114,35.4410363317,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,3,1,38076,20
2023-03-01,2023-03-01,31.8392847114,35.4410363317,Health Care,Health facility incident,Israeli Defence Forces,Firearms,2023,3,1,38074,21
2023-03-05,2023-03-05,31.5583746618,34.543864131,Health Care,Health facility incident,Israel Border Police,Firearms,2023,3,5,38926,22
2023-03-07,2023-03-07,31.4203604,34.3721461689,Health Care,"Doctor, Pharmacist: 2 killed",Israeli Defence Forces,Unspecified Explosive,2023,3,7,72040,23
2023-03-07,2023-03-07,32.4601429368,35.2877427919,Health Care,3 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,3,7,38043,24
2023-03-07,2023-03-07,32.4601429368,35.2877427919,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,3,7,38040,25
2023-03-07,2023-03-07,32.4601429368,35.2877427919,Health Care,Health facility incident,Israeli Defence Forces,Firearms,2023,3,7,38227,26
2023-03-21,2023-03-21,31.5583792302,34.5438802242,Health Care,Health facility incident,Israel Border Police,Firearms,2023,3,21,38923,27
2023-03-21,2023-03-21,31.9014188,35.2061353,Health Care,forceful entry,Israeli Defence Forces,"Tasers, Live and Rubber Bullets",2023,3,21,38333,28
2023-03-27,2023-03-27,32.2205316,35.2569374,Health Care,access obstructed,"Israeli Defence Forces, Israeli settlers",Firearms,2023,3,27,38338,29
2023-03-27,2023-03-27,32.2205316,35.2569374,Health Care,access obstructed,"Israeli Defence Forces, Israeli settlers",Firearms,2023,3,27,38337,30
2023-03-27,2023-03-27,32.2205316,35.2569374,Health Care,OtherHealthProfessional: 4 injured; 1 ambulance(s) destroyed; 1 ambulance(s) damaged,Israeli settlers,Firearms,2023,3,27,38335,31
2023-03-27,2023-03-27,32.2205316,35.2569374,Health Care,access obstructed,"Israeli Defence Forces, Israeli settlers",Firearms,2023,3,27,38340,32
2023-03-27,2023-03-27,32.2205316,35.2569374,Health Care,OtherHealthProfessional: 4 injured; 2 ambulance(s) destroyed; 2 ambulance(s) damaged,Israeli settlers,Firearms,2023,3,27,38334,33
2023-03-27,2023-03-27,32.2205316,35.2569374,Health Care,access obstructed,"Israeli Defence Forces, Israeli settlers",Firearms,2023,3,27,38339,34
2023-03-27,2023-03-27,32.2205316,35.2569374,Health Care,access obstructed,"Israeli Defence Forces, Israeli settlers",Firearms,2023,3,27,38336,35
2023-03-30,2023-03-30,32.3111468,35.0275505,Health Care,1 ambulance(s) destroyed; 1 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,3,30,38341,36
2023-04-01,2023-04-01,31.7758628946,35.2357828617,Health Care,Doctor: 1 killed,Israeli police,Firearms,2023,4,1,38515,37
2023-04-05,2023-04-05,31.77630415,35.2355960526,Health Care,Paramedic: 1 injured; access obstructed; 1 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,4,5,38612,38
2023-04-05,2023-04-05,31.77630415,35.2355960526,Health Care,2 ambulance(s) damaged,Israeli Defence Forces,Unspecified Explosive,2023,4,5,38615,39
2023-04-05,2023-04-05,31.77630415,35.2355960526,Health Care,1 facility(ies) destroyed; forceful entry,Israeli Defence Forces,Fist and Foot,2023,4,5,38608,40
2023-04-07,2023-04-07,31.514929097,34.4803443182,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Missile,2023,4,7,38522,41
2023-04-15,2023-04-15,31.5128679,34.4581358,Health Care,Doctor: 1 killed,Israeli Defence Forces,Missile,2023,4,15,72007,42
2023-04-28,2023-04-28,32.0198067,35.346234,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,4,28,38678,43
2023-05-09,2023-05-09,31.5579135809,34.5434161698,Health Care,access obstructed,Israeli Defence Forces,Unarmed Perpetrator,2023,5,9,39359,44
2023-05-09,2023-05-09,31.519873821,34.4424798861,Health Care,"HeadOfProgramme, Student(Tertiary): 2 killed",Israeli Defence Forces,Aerial Bomb: Plane,2023,5,9,39017,45
2023-05-13,2023-05-13,31.5398355142,34.5375424316,Health Care,vicinity affected,Israeli Defence Forces,Shelling,2023,5,13,39019,46
2023-05-13,2023-05-13,31.4200022681,34.3597412109,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Unspecified Explosive,2023,5,13,39018,47
2023-05-22,2023-05-22,32.2053935884,35.2865839068,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,5,22,39644,48
2023-06-19,2023-06-19,32.4601429368,35.2877427919,Health Care,access obstructed; 1 ambulance(s) destroyed; 1 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,6,19,39645,49
2023-06-20,2023-06-20,32.1791437,35.3349466,Health Care,"AmbulanceDriver, Paramedic: 4 injured; access obstructed",Israeli settlers,Firearms,2023,6,20,39776,50
2023-06-21,2023-06-21,32.1521357,35.2571332,Health Care,1 ambulance(s) damaged,No Information,"Tasers, Live and Rubber Bullets",2023,6,21,39648,51
2023-06-21,2023-06-21,32.0358381397,35.28589697,Health Care,access obstructed,Israeli settlers,Firearms,2023,6,21,39777,52
2023-06-24,2023-06-24,31.4350791,35.159752,Health Care,AmbulanceDriver: 1 injured; 1 ambulance(s) damaged,Israeli settlers,Firearms,2023,6,24,39650,53
2023-07-03,2023-07-03,32.4601429368,35.2877427919,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,7,3,39780,54
2023-07-03,2023-07-03,32.4601429368,35.2877427919,Health Care,Paramedic: 3 arrested,Israeli Defence Forces,Firearms,2023,7,3,40586,55
2023-07-03,2023-07-03,32.4601429368,35.2877427919,Health Care,Health facility incident,Israeli Defence Forces,Firearms,2023,7,3,39778,56
2023-07-03,2023-07-03,32.4620862094,35.2915349538,Health Care,Health facility incident,Israeli Defence Forces,"Tasers, Live and Rubber Bullets",2023,7,3,39783,57
2023-07-03,2023-07-03,32.4601429368,35.2877427919,Health Care,access obstructed,Israeli Defence Forces,Artillery,2023,7,3,39779,58
2023-07-03,2023-07-03,32.4601429368,35.2877427919,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,7,3,39781,59
2023-07-04,2023-07-04,32.468330249,35.2869923852,Health Care,1 facility(ies) damaged; forceful entry,Israeli Defence Forces,Firearms,2023,7,4,39789,60
2023-07-04,2023-07-04,32.4620862094,35.2915349538,Health Care,forceful entry,Israeli Defence Forces,Firearms,2023,7,4,39785,61
2023-07-24,2023-07-24,32.3180444,35.059812,Health Care,Other: 3 arrested; access obstructed,Israeli Defence Forces,Firearms,2023,7,24,40328,62
2023-07-24,2023-07-24,32.220353143,35.2976134144,Health Care,Paramedic: 1 injured,Israeli Defence Forces,Firearms,2023,7,24,40040,63
2023-07-25,2023-07-25,32.20015674,35.2731525845,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,7,25,40327,64
2023-08-01,2023-08-01,31.7043556,35.2061876,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,8,1,40587,65
2023-08-06,2023-08-06,32.4618837,35.297566,Health Care,forceful entry,Palestinian Authority,Firearms,2023,8,6,40588,66
2023-08-19,2023-08-19,32.2205316,35.2569374,Health Care,NoInformation: 3 arrested; access obstructed,Israeli Defence Forces,Firearms,2023,8,19,41132,67
2023-08-19,2023-08-19,32.1463723,35.2732474,Health Care,Doctor: 3 arrested; access obstructed,Israeli Defence Forces,Firearms,2023,8,19,41453,68
2023-08-20,2023-08-20,32.4618837,35.297566,Health Care,NoInformation: 1 injured,No Information,Firearms,2023,8,20,41133,69
2023-08-28,2023-08-28,32.4282234622,35.1749610038,Health Care,NoInformation: 1 injured,Israeli Defence Forces,Firearms,2023,8,28,41142,70
2023-09-01,2023-09-01,32.35068,35.3497657,Health Care,access obstructed; 1 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,9,1,40753,71
2023-09-05,2023-09-05,32.3201138408,35.0589929481,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,9,5,41522,72
2023-09-05,2023-09-05,32.3180444,35.059812,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,9,5,41846,73
2023-09-17,2023-09-17,31.4497534245,34.3624848266,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,9,17,41479,74
2023-09-19,2023-09-19,32.4620862094,35.2915349538,Health Care,Health facility incident,Israeli Defence Forces,Firearms,2023,9,19,41455,75
2023-10-07,2023-10-07,31.4432234,34.360007,Health Care,Paramedic: 1 killed,Israeli Defence Forces,Firearms,2023,10,7,61109,76
2023-10-07,2023-10-07,31.4432234,34.360007,Health Care,Nurse: 1 killed,Israeli Defence Forces,Firearms,2023,10,7,73064,77
2023-10-07,2023-10-07,31.4432234,34.360007,Health Care,Nurse: 1 killed,Israeli Defence Forces,Firearms,2023,10,7,73063,78
2023-10-07,2023-10-07,31.4432234,34.360007,Health Care,Nurse: 1 killed,Israeli Defence Forces,Firearms,2023,10,7,72768,79
2023-10-07,2023-10-07,31.4432234,34.360007,Health Care,Nurse: 1 killed,Israeli Defence Forces,Firearms,2023,10,7,72767,80
2023-10-07,2023-10-07,32.2074997176,35.3007889079,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,7,88150,81
2023-10-07,2023-10-07,32.0254688,35.2888075,Health Care,ProgrammeStaff: 3 arrested,Israeli Defence Forces,Firearms,2023,10,7,41006,82
2023-10-07,2023-10-07,31.4432234,34.360007,Health Care,Dentist: 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,7,68544,83
2023-10-07,2023-10-07,31.3073177,34.3584366,Health Care,Paramedic: 1 injured,Israeli Defence Forces,Firearms,2023,10,7,86321,84
2023-10-07,2023-10-07,32.2074997176,35.3007889079,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,7,88151,85
2023-10-07,2023-10-07,31.4432234,34.360007,Health Care,Nurse: 1 killed,Israeli Defence Forces,Firearms,2023,10,7,69334,86
2023-10-07,2023-10-07,31.2752047,34.2558269,Health Care,Nurse: 1 killed,Israeli Defence Forces,Firearms,2023,10,7,69401,87
2023-10-07,2023-10-07,31.7731513,35.259589,Health Care,Health facility incident,Israeli Defence Forces,Firearms,2023,10,7,41018,88
2023-10-07,2023-10-07,31.4432234,34.360007,Health Care,Paramedic: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,7,41017,89
2023-10-07,2023-10-07,31.2752047,34.2558269,Health Care,"AmbulanceDriver, Paramedic, Volunteer: 1 killed, 2 injured; 1 ambulance(s) damaged",Israeli Defence Forces,Aerial Bomb: Plane,2023,10,7,40964,90
2023-10-07,2023-10-07,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested; access obstructed,Israeli Defence Forces,Firearms,2023,10,7,41005,91
2023-10-07,2023-10-07,31.5287997847,34.483332758,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,7,40968,92
2023-10-07,2023-10-07,31.4252940871,34.3764781952,Health Care,"Paramedic: 3 killed, 1 injured; 3 ambulance(s) damaged",Israeli Defence Forces,Aerial Bomb: Plane,2023,10,7,41058,93
2023-10-07,2023-10-07,31.5282145018,34.4840240479,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Unspecified Explosive,2023,10,7,44123,94
2023-10-07,2023-10-07,31.3436680192,34.3072154252,Health Care,"AmbulanceDriver, NoInformation: 2 killed",Israeli Defence Forces,Shelling,2023,10,7,43979,95
2023-10-07,2023-10-07,31.8125660076,35.245844152,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,7,42413,96
2023-10-07,2023-10-07,31.4482157917,34.393408289,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Firearms,2023,10,7,75078,97
2023-10-07,2023-10-07,32.2205316,35.2569374,Health Care,access obstructed,Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,7,40970,98
2023-10-07,2023-10-07,32.17333264,35.270498918,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,7,40971,99
2023-10-07,2023-10-07,31.3478325696,34.2932331562,Health Care,"1 facility(ies) damaged; AmbulanceDriver, Paramedic: 1 killed, 1 injured; 1 ambulance(s) damaged",Israeli Defence Forces,Aerial Bomb: Plane,2023,10,7,40974,100
2023-10-07,2023-10-07,31.5351927833,34.5093655515,Health Care,"1 facility(ies) damaged; HospitalStaff, Nurse: 1 killed, 1 injured",Israeli Defence Forces,Aerial Bomb: Plane,2023,10,7,40988,101
2023-10-07,2023-10-07,32.2189286671,35.248602028,Health Care,Paramedic: 1 arrested; access obstructed,Israeli Defence Forces,Firearms,2023,10,7,41100,102
2023-10-07,2023-10-07,31.5282137,34.4831674,Health Care,Paramedic: 2 killed; 2 ambulance(s) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,7,40992,103
2023-10-07,2023-10-07,32.1792448462,35.2828490688,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,7,88148,104
2023-10-07,2023-10-07,31.4432234,34.360007,Health Care,3 ambulance(s) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,7,40959,105
2023-10-07,2023-10-07,31.5349,34.4667,Food System,October 2023: Israeli warplanes conducted airstrikes on agricultural lands.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,7,111326,106
2023-10-07,2023-10-07,31.5282145018,34.4840240479,Food System,07 October 2023: A Red Cross ambulance centre was damaged when its vicinity was hit by Israeli forces.,Israeli Defence Forces,Unspecified Explosive,2023,10,7,44123,107
2023-10-07,2023-10-07,31.5541,34.5016,Food System,October 2023: Israeli warplanes targeted agricultural lands.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,7,111325,108
2023-10-07,2023-10-07,31.5541,34.5016,Food System,07 October 2023: Israeli warplanes targeted agricultural lands.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,7,96531,109
2023-10-07,2023-10-07,31.5349,34.4667,Food System,07 October 2023: Israeli warplanes conducted airstrikes on agricultural lands.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,7,96530,110
2023-10-08,2023-10-08,31.7629636205,34.9384953773,Health Care,Nurse: 1 killed,Israeli Defence Forces,Firearms,2023,10,8,72766,111
2023-10-08,2023-10-08,31.5057881419,34.4304817915,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,8,40998,112
2023-10-08,2023-10-08,31.6232013,35.1538688,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,8,88627,113
2023-10-08,2023-10-08,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,Firearms,2023,10,8,41065,114
2023-10-08,2023-10-08,31.9206958028,35.2177925982,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,10,8,40994,115
2023-10-08,2023-10-08,31.7629636205,34.9384953773,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,8,40990,116
2023-10-08,2023-10-08,31.4432234,34.360007,Health Care,access obstructed,Government of Israel,Not Applicable: No Direct Violence,2023,10,8,41168,117
2023-10-08,2023-10-08,32.17333264,35.270498918,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,8,88152,118
2023-10-08,2023-10-08,31.3478325696,34.2932331562,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,8,40997,119
2023-10-08,2023-10-08,32.2205316,35.2569374,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,8,88643,120
2023-10-08,2023-10-08,31.539022,34.5384182,Health Care,Paramedic: 2 injured,Israeli Defence Forces,Unspecified Explosive,2023,10,8,87327,121
2023-10-08,2023-10-08,31.4432234,34.360007,Health Care,Nurse: 1 killed,Israeli Defence Forces,Firearms,2023,10,8,73236,122
2023-10-08,2023-10-08,31.4432234,34.360007,Health Care,Nurse: 1 killed,Israeli Defence Forces,Firearms,2023,10,8,73065,123
2023-10-08,2023-10-08,31.5282137,34.4831674,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,8,41000,124
2023-10-08,2023-10-08,31.5059024273,34.4307071718,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,8,41004,125
2023-10-08,2023-10-08,32.142272,35.2856583,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,8,88656,126
2023-10-08,2023-10-08,32.17333264,35.270498918,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,8,88644,127
2023-10-08,2023-10-08,31.5134844,34.4528214,Health Care,1 facility(ies) damaged; 1 ambulance(s) damaged,Israeli Defence Forces,Unspecified Explosive,2023,10,8,85253,128
2023-10-08,2023-10-08,31.4864,34.4738,Food System,08 October 2023: Israeli military airplanes struck agricultural lands.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,8,96528,129
2023-10-08,2023-10-08,31.4486,34.3925,Food System,08 October 2023: Israeli military airplanes struck houses in agricultural lands. One person was killed.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,8,96529,130
2023-10-08,2023-10-08,31.5011,34.4666,Food System,"October 2023: Israel halted electricity and fuel supply to Gaza, which in turn triggered the shutdown of Gaza's sole power plant.",Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,8,98062,131
2023-10-08,2023-10-08,31.4486,34.3925,Food System,October 2023: Israeli military airplanes struck houses in agricultural lands.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,8,111322,132
2023-10-08,2023-10-08,31.4864,34.4738,Food System,October 2023: Israeli military airplanes also struck agricultural lands.,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,8,111323,133
2023-10-08,2023-10-08,31.5011,34.4666,Food System,"October 2023: Israel halted electricity and fuel supply to Gaza, which in turn triggered the shutdown of Gaza's sole power plant.",Israeli Defence Forces,Not Applicable: No Direct Violence,2023,10,8,111324,134
2023-10-08,2023-10-08,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,Firearms,2023,10,8,41064,135
2023-10-09,2023-10-09,32.5100159579,35.3078762243,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Firearms,2023,10,9,88662,136
2023-10-09,2023-10-09,31.5165080723,34.4709755038,Health Care,Nurse: 1 killed,Israeli Defence Forces,Missile,2023,10,9,73296,137
2023-10-09,2023-10-09,32.2205316,35.2569374,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,9,88660,138
2023-10-09,2023-10-09,31.4876259,34.4440945219,Health Care,OtherHealthProfessional: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,9,69208,139
2023-10-09,2023-10-09,31.9501541037,35.1593785381,Health Care,"ProgrammeStaff: 1 injured, 1 arrested; access obstructed",Israeli Defence Forces,Fire Arm Blunt Use,2023,10,9,88661,140
2023-10-09,2023-10-09,32.17333264,35.270498918,Health Care,access obstructed; 1 ambulance(s) damaged,"Israeli Defence Forces, Israeli settlers","Firearms, Stones, Sticks and Gravel",2023,10,9,88659,141
2023-10-09,2023-10-09,31.507987366,34.431554251,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,9,41121,142
2023-10-09,2023-10-09,32.17333264,35.270498918,Health Care,ProgrammeStaff: 2 arrested; access obstructed,Israeli Defence Forces,Firearms,2023,10,9,88658,143
2023-10-09,2023-10-09,31.5391925189,34.5374429279,Health Care,1 facility(ies) destroyed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,9,41003,144
2023-10-09,2023-10-09,31.5,34.46667,Health Care,"Paramedic: 4 killed, 4 injured",Israeli Defence Forces,Aerial Bomb: Plane,2023,10,9,41009,145
2023-10-09,2023-10-09,31.532192,34.4667695,Health Care,Technician: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,9,41848,146
2023-10-09,2023-10-09,31.5240854092,34.443495558,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Shelling,2023,10,9,40993,147
2023-10-09,2023-10-09,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,Firearms,2023,10,9,41068,148
2023-10-09,2023-10-09,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,Firearms,2023,10,9,41069,149
2023-10-09,2023-10-09,31.3445476725,34.3015478332,Health Care,Paramedic: 2 killed; 1 ambulance(s) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,9,40991,150
2023-10-09,2023-10-09,32.0254688,35.2888075,Health Care,ProgrammeStaff: 2 arrested,Israeli Defence Forces,Firearms,2023,10,9,40983,151
2023-10-09,2023-10-09,31.507987366,34.431554251,Health Care,1 facility(ies) destroyed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,9,41007,152
2023-10-09,2023-10-09,31.5128679,34.4581358,Health Care,"AmbulanceDriver, OtherHealthProfessional, Paramedic: 6 injured; 1 ambulance(s) damaged",Israeli Defence Forces,Aerial Bomb: Plane,2023,10,9,41019,153
2023-10-09,2023-10-09,32.0254688,35.2888075,Health Care,ProgrammeStaff: 2 arrested,Israeli Defence Forces,Firearms,2023,10,9,40986,154
2023-10-09,2023-10-09,31.287,34.2595,Food System,October 2023: Israeli military forces shelled agricultural lands.,Israeli Defence Forces,Shelling,2023,10,9,111316,155
2023-10-09,2023-10-09,31.3191,34.3401,Food System,October 2023: Israeli military forces shelled agricultural lands.,Israeli Defence Forces,Shelling,2023,10,9,111315,156
2023-10-09,2023-10-09,31.287,34.2595,Food System,09 October 2023: Israeli military forces shelled agricultural lands.,Israeli Defence Forces,Shelling,2023,10,9,96526,157
2023-10-09,2023-10-09,31.3191,34.3401,Food System,09 October 2023: Israeli military forces shelled agricultural lands.,Israeli Defence Forces,Shelling,2023,10,9,96525,158
2023-10-10,2023-10-10,31.3443293,34.3095897,Health Care,Administrator: 1 killed,Israeli Defence Forces,Firearms,2023,10,10,68316,159
2023-10-10,2023-10-10,31.527309135,34.451649769,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,10,40985,160
2023-10-10,2023-10-10,31.4432234,34.360007,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,10,40984,161
2023-10-10,2023-10-10,31.5,34.46667,Health Care,Health facility incident,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,10,41114,162
2023-10-10,2023-10-10,31.5147519814,34.4575907032,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,10,46691,163
2023-10-10,2023-10-10,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,Firearms,2023,10,10,41076,164
2023-10-10,2023-10-10,31.54977,34.5024697,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,10,40980,165
2023-10-10,2023-10-10,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,Firearms,2023,10,10,41073,166
2023-10-10,2023-10-10,31.5290924248,34.4840203437,Health Care,Doctor: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,10,40989,167
2023-10-10,2023-10-10,31.4432234,34.360007,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Unspecified Explosive,2023,10,10,74912,168
2023-10-10,2023-10-10,31.5155888726,34.4413554775,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,10,41112,169
2023-10-10,2023-10-10,31.6210078,35.1030927,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Firearms,2023,10,10,84697,170
2023-10-10,2023-10-10,31.4381976,34.4035751,Health Care,Doctor: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,10,41108,171
2023-10-10,2023-10-10,32.5100159579,35.3078762243,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,10,89466,172
2023-10-10,2023-10-10,31.4432234,34.360007,Health Care,Dentist: 1 killed,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,10,41847,173
2023-10-10,2023-10-10,31.6232013,35.1538688,Health Care,access obstructed,Israeli Defence Forces,Firearms,2023,10,10,89465,174
2023-10-10,2023-10-10,32.0254688,35.2888075,Health Care,NoInformation: 2 arrested,No Information,Firearms,2023,10,10,41075,175
2023-10-10,2023-10-10,31.3238491,34.3497101,Health Care,4 ambulance(s) damaged,Israeli Defence Forces,Aerial Bomb: Plane,2023,10,10,41104,176
2023-10-10,2023-10-10,31.3691,34.2734,Food System,October 2023: Israeli gunboats destroyed an unspecified number of fishing boats.,Israeli Defence Forces,Firearm: Boat,2023,10,10,111307,177
2023-10-10,2023-10-10,31.5245,34.4326,Food System,October 2023: Israeli gunboats destroyed an unspecified number of fishing boats.,Israeli Defence Forces,Firearm: Boat,2023,10,10,111308,178
2023-10-10,2023-10-10,31.5245,34.4326,Food System,10 October 2023: Israeli gunboats destroyed an unspecified number of fishing boats.,Israeli Defence Forces,Firearms,2023,10,10,98225,179
2023-10-10,2023-10-10,31.3691,34.2734,Food System,10 October 2023: Israeli gunboats destroyed an unspecified number of fishing boats.,Israeli Defence Forces,Firearms,2023,10,10,98224,180
