date,latitude,longitude,type,description,perpetrator,perpetrator_type,weapon,impact,categories,location,event_id,year,month,day,date_string
2023-10-07,31.5349,34.4667,Food System,October 2023: Israeli warplanes conducted airstrikes on agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111326,2023,10,7,2023-10-07
2023-10-07,31.5282145018,34.4840240479,Food System,07 October 2023: A Red Cross ambulance centre was damaged when its vicinity was hit by Israeli forces.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Not Applicable,,Gaza Strip,44123,2023,10,7,2023-10-07
2023-10-07,31.5541,34.5016,Food System,October 2023: Israeli warplanes targeted agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111325,2023,10,7,2023-10-07
2023-10-07,31.5541,34.5016,Food System,07 October 2023: Israeli warplanes targeted agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96531,2023,10,7,2023-10-07
2023-10-07,31.5349,34.4667,Food System,07 October 2023: Israeli warplanes conducted airstrikes on agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96530,2023,10,7,2023-10-07
2023-10-08,31.5011,34.4666,Food System,"October 2023: Israel halted electricity and fuel supply to Gaza, which in turn triggered the shutdown of Gaza's sole power plant.",Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,Energy Systems,"Events Affecting Energy Supplies, Access Constraints",Gaza Strip,111324,2023,10,8,2023-10-08
2023-10-08,31.4864,34.4738,Food System,October 2023: Israeli military airplanes also struck agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111323,2023,10,8,2023-10-08
2023-10-08,31.4486,34.3925,Food System,October 2023: Israeli military airplanes struck houses in agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111322,2023,10,8,2023-10-08
2023-10-08,31.5011,34.4666,Food System,"October 2023: Israel halted electricity and fuel supply to Gaza, which in turn triggered the shutdown of Gaza's sole power plant.",Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,Energy Systems,"Events Affecting Energy Supplies, Access Constraints",Gaza Strip,98062,2023,10,8,2023-10-08
2023-10-08,31.4486,34.3925,Food System,08 October 2023: Israeli military airplanes struck houses in agricultural lands. One person was killed.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,"Food Production, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Agricultural Land",Gaza Strip,96529,2023,10,8,2023-10-08
2023-10-08,31.4864,34.4738,Food System,08 October 2023: Israeli military airplanes struck agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96528,2023,10,8,2023-10-08
2023-10-09,31.287,34.2595,Food System,October 2023: Israeli military forces shelled agricultural lands.,Israeli Defence Forces,Host Government: Military,Shelling,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111316,2023,10,9,2023-10-09
2023-10-09,31.3191,34.3401,Food System,October 2023: Israeli military forces shelled agricultural lands.,Israeli Defence Forces,Host Government: Military,Shelling,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111315,2023,10,9,2023-10-09
2023-10-09,31.287,34.2595,Food System,09 October 2023: Israeli military forces shelled agricultural lands.,Israeli Defence Forces,Host Government: Military,Shelling,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96526,2023,10,9,2023-10-09
2023-10-09,31.3191,34.3401,Food System,09 October 2023: Israeli military forces shelled agricultural lands.,Israeli Defence Forces,Host Government: Military,Shelling,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96525,2023,10,9,2023-10-09
2023-10-10,31.3691,34.2734,Food System,10 October 2023: Israeli gunboats destroyed an unspecified number of fishing boats.,Israeli Defence Forces,Host Government: Military,Firearms,Food Production,Damage/Destruction Of Food-Related Equipment,Gaza Strip,98224,2023,10,10,2023-10-10
2023-10-10,31.5245,34.4326,Food System,10 October 2023: Israeli gunboats destroyed an unspecified number of fishing boats.,Israeli Defence Forces,Host Government: Military,Firearms,Food Production,Damage/Destruction Of Food-Related Equipment,Gaza Strip,98225,2023,10,10,2023-10-10
2023-10-10,31.5245,34.4326,Food System,October 2023: Israeli gunboats destroyed an unspecified number of fishing boats.,Israeli Defence Forces,Host Government: Military,Firearm: Boat,Not Applicable,,Gaza Strip,111308,2023,10,10,2023-10-10
2023-10-10,31.3691,34.2734,Food System,October 2023: Israeli gunboats destroyed an unspecified number of fishing boats.,Israeli Defence Forces,Host Government: Military,Firearm: Boat,Not Applicable,,Gaza Strip,111307,2023,10,10,2023-10-10
2023-10-11,31.5168,34.4355,Food System,October 2023: Israeli military aircraft dropped several bombs near a fishermen's port.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Supply,Human Intervention Of Commercial Food Transport,Gaza Strip,111306,2023,10,11,2023-10-11
2023-10-11,31.5168,34.4355,Food System,"11 October 2023: Israeli military aircraft dropped several bombs near a fishermen's port, injuring an unspecified number of civilians.",Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Supply,Damage/Destruction Of Commercial Food Transport,Gaza Strip,98222,2023,10,11,2023-10-11
2023-10-12,31.4214,34.3865,Food System,October 2023: Israeli military airplanes struck agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111300,2023,10,12,2023-10-12
2023-10-12,31.4394,34.4031,Food System,October 2023: Israeli military airplanes struck agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111299,2023,10,12,2023-10-12
2023-10-12,31.4214,34.3865,Food System,12 October 2023: Israeli military airplanes struck agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96521,2023,10,12,2023-10-12
2023-10-12,31.4394,34.4031,Food System,12 October 2023: Israeli military airplanes struck agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96520,2023,10,12,2023-10-12
2023-10-14,31.4475,34.3927,Food System,October 2023: Israeli missile strikes hit a market area.,Israeli Defence Forces,Host Government: Military,Mine,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,Gaza Strip,111287,2023,10,14,2023-10-14
2023-10-14,31.4475,34.3927,Food System,October 2023: Israeli missile strikes hit a market area.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,Gaza Strip,98061,2023,10,14,2023-10-14
2023-10-15,31.524,34.4505,Food System,October 2023: Israeli military airplanes struck an agricultural land.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111283,2023,10,15,2023-10-15
2023-10-15,31.524,34.4505,Food System,15 October 2023: Israeli military airplanes struck an agricultural land.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96517,2023,10,15,2023-10-15
2023-10-16,31.4432234,34.360007,Food System,October 2023: An INGO warehouse was destroyed by Israeli warplanes. ,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Aid Systems,Disruption Of Aid,Gaza Strip,42175,2023,10,16,2023-10-16
2023-10-18,31.287,34.2595,Food System,18 October 2023: Israeli forces targeted agricultural lands.,Israeli Defence Forces,Host Government: Military,Firearms,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96511,2023,10,18,2023-10-18
2023-10-18,31.4482157917,34.393408289,Food System,"18 October 2023: In Nuseirat Refugee Camp, a bakery was hit by Israeli airstrikes killing two people  and injuring an unspecified number. ",Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,Gaza Strip,41432,2023,10,18,2023-10-18
2023-10-18,31.2842,34.2482,Food System,18 October 2023: Israeli forces targeted agricultural lands.,Israeli Defence Forces,Host Government: Military,Firearms,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96512,2023,10,18,2023-10-18
2023-10-18,31.4486,34.3925,Food System,"18 October 2023: Israeli forces launched an airstrike on a bakery, killing at least two civilians and injuring a number of others.",Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,Gaza Strip,98202,2023,10,18,2023-10-18
2023-10-18,31.2842,34.2482,Food System,October 2023: Israeli forces targeted agricultural lands.,Israeli Defence Forces,Host Government: Military,No Information on the Weapon Used,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111266,2023,10,18,2023-10-18
2023-10-18,31.4486,34.3925,Food System,"October 2023: Israeli forces launched an airstrike on a bakery, killing at least two civilians and injuring a number of others.",Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,Gaza Strip,111267,2023,10,18,2023-10-18
2023-10-18,31.287,34.2595,Food System,October 2023: Israeli forces targeted agricultural lands.,Israeli Defence Forces,Host Government: Military,No Information on the Weapon Used,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111265,2023,10,18,2023-10-18
2023-10-19,31.35,34.2667,Food System,October 2023: Israeli military airplanes struck agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111254,2023,10,19,2023-10-19
2023-10-19,31.35,34.2667,Food System,19 October 2023: Israeli military airplanes struck agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96504,2023,10,19,2023-10-19
2023-10-19,31.4482157917,34.393408289,Food System,"19 October 2023: In Nuseirat Refugee Camp, five people were killed near bakeries by Israeli airstrikes.",Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,Gaza Strip,41463,2023,10,19,2023-10-19
2023-10-20,31.5128679,34.4581358,Food System,20 October 2023: Six WFP-contracted bakeries were struck and destroyed.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,Gaza Strip,42118,2023,10,20,2023-10-20
2023-10-20,31.536,34.4907,Food System,October 2023: Israeli forces launched airstrikes at a bakery in a refugee camp.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,Gaza Strip,111245,2023,10,20,2023-10-20
2023-10-20,31.4984,34.4978,Food System,October 2023: Israeli forces shelled agricultural lands.,Israeli Defence Forces,Host Government: Military,Shelling,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111243,2023,10,20,2023-10-20
2023-10-20,31.536,34.4907,Food System,20 October 2023: Israeli forces launched airstrikes at a bakery in a camp which resulted in an unspecified number of injuries.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,Gaza Strip,98196,2023,10,20,2023-10-20
2023-10-20,31.4984,34.4978,Food System,20 October 2023: Israeli forces shelled agricultural lands.,Israeli Defence Forces,Host Government: Military,Shelling,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96500,2023,10,20,2023-10-20
2023-10-20,31.4482157917,34.393408289,Food System,"20 October 2023: In Nuseirat Refugee Camp, a WFP-contracted bakery was struck and destroyed.",Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Aid Systems,Attack On Distribution Site,Gaza Strip,42122,2023,10,20,2023-10-20
2023-10-20,31.5282137,34.4831674,Food System,20 October 2023: Two WFP-contracted bakeries were struck and destroyed.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,Gaza Strip,42121,2023,10,20,2023-10-20
2023-10-21,31.4486,34.3925,Food System,"October 2023: Israeli military airplanes struck a restaurant in a refugee camp, eight were killed.",Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,Gaza Strip,111233,2023,10,21,2023-10-21
2023-10-21,31.4486,34.3925,Food System,"21 October 2023: Israeli military airplanes struck a restaurant in a camp, eight civilians were killed.",Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,Gaza Strip,98194,2023,10,21,2023-10-21
2023-10-22,31.3191,34.3401,Food System,October 2023: Israeli military airplanes carried out airstrikes on several locations and agricultural land.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111226,2023,10,22,2023-10-22
2023-10-22,31.2842,34.2482,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111225,2023,10,22,2023-10-22
2023-10-22,31.5272,34.4835,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111224,2023,10,22,2023-10-22
2023-10-22,31.4178,34.3503,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111223,2023,10,22,2023-10-22
2023-10-22,31.3191,34.3401,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111222,2023,10,22,2023-10-22
2023-10-22,31.4864,34.4738,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111221,2023,10,22,2023-10-22
2023-10-22,31.2842,34.2482,Food System,22 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96495,2023,10,22,2023-10-22
2023-10-22,31.5272,34.4835,Food System,22 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96494,2023,10,22,2023-10-22
2023-10-22,31.4178,34.3503,Food System,22 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96493,2023,10,22,2023-10-22
2023-10-22,31.3191,34.3401,Food System,22 October 2023: Israeli military airplanes carried out airstrikes on several locations and an agricultural land.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96492,2023,10,22,2023-10-22
2023-10-22,31.3191,34.3401,Food System,22 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96491,2023,10,22,2023-10-22
2023-10-22,31.4864,34.4738,Food System,22 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96490,2023,10,22,2023-10-22
2023-10-23,31.4178,34.3503,Food System,23 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96484,2023,10,23,2023-10-23
2023-10-23,31.5272,34.4835,Food System,23 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96485,2023,10,23,2023-10-23
2023-10-23,31.4864,34.4738,Food System,23 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96482,2023,10,23,2023-10-23
2023-10-23,31.3191,34.3401,Food System,23 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96483,2023,10,23,2023-10-23
2023-10-23,31.2842,34.2482,Food System,23 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96486,2023,10,23,2023-10-23
2023-10-23,31.5272,34.4835,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111215,2023,10,23,2023-10-23
2023-10-23,31.3191,34.3401,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111213,2023,10,23,2023-10-23
2023-10-23,31.4178,34.3503,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111214,2023,10,23,2023-10-23
2023-10-23,31.4864,34.4738,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111212,2023,10,23,2023-10-23
2023-10-23,31.2842,34.2482,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111216,2023,10,23,2023-10-23
2023-10-24,31.3191,34.3401,Food System,24 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96478,2023,10,24,2023-10-24
2023-10-24,31.4178,34.3503,Food System,24 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96479,2023,10,24,2023-10-24
2023-10-24,31.5272,34.4835,Food System,24 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96480,2023,10,24,2023-10-24
2023-10-24,31.2842,34.2482,Food System,24 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96481,2023,10,24,2023-10-24
2023-10-24,31.4864,34.4738,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111203,2023,10,24,2023-10-24
2023-10-24,31.4864,34.4738,Food System,24 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96477,2023,10,24,2023-10-24
2023-10-24,31.4178,34.3503,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111205,2023,10,24,2023-10-24
2023-10-24,31.5272,34.4835,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111206,2023,10,24,2023-10-24
2023-10-24,31.2842,34.2482,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111207,2023,10,24,2023-10-24
2023-10-24,31.3191,34.3401,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111204,2023,10,24,2023-10-24
2023-10-25,31.3191,34.3401,Food System,October 2023: Six farmers were killed while working on their land by Israeli airstrikes.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,"Food Production, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Agricultural Land",Gaza Strip,94704,2023,10,25,2023-10-25
2023-10-25,31.3191,34.3401,Food System,25 October 2023: Israeli military airplanes struck and killed six farmers while working on their land six farmers were killed.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,"Food Production, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Agricultural Land",Gaza Strip,96469,2023,10,25,2023-10-25
2023-10-25,31.4864,34.4738,Food System,25 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96471,2023,10,25,2023-10-25
2023-10-25,31.3191,34.3401,Food System,25 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96472,2023,10,25,2023-10-25
2023-10-25,31.4178,34.3503,Food System,25 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96473,2023,10,25,2023-10-25
2023-10-25,31.5272,34.4835,Food System,25 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96474,2023,10,25,2023-10-25
2023-10-25,31.2842,34.2482,Food System,25 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96475,2023,10,25,2023-10-25
2023-10-25,31.3191,34.3401,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111192,2023,10,25,2023-10-25
2023-10-25,31.4178,34.3503,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111193,2023,10,25,2023-10-25
2023-10-25,31.5272,34.4835,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111194,2023,10,25,2023-10-25
2023-10-25,31.2842,34.2482,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111195,2023,10,25,2023-10-25
2023-10-25,31.3191,34.3401,Food System,October 2023: Israeli military airplanes struck and killed six farmers while working on their land six farmers were killed.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,"Food Production, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Agricultural Land",Gaza Strip,111196,2023,10,25,2023-10-25
2023-10-25,31.4864,34.4738,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111191,2023,10,25,2023-10-25
2023-10-26,31.4864,34.4738,Food System,26 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96463,2023,10,26,2023-10-26
2023-10-26,31.4178,34.3503,Food System,26 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96464,2023,10,26,2023-10-26
2023-10-26,31.5272,34.4835,Food System,26 October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96467,2023,10,26,2023-10-26
2023-10-26,31.5272,34.4835,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111180,2023,10,26,2023-10-26
2023-10-26,31.4178,34.3503,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111179,2023,10,26,2023-10-26
2023-10-26,31.4864,34.4738,Food System,October 2023: Israeli military tanks bombarded targets and agricultural lands.,Israeli Defence Forces,Host Government: Military,Artillery,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111178,2023,10,26,2023-10-26
2023-10-27,31.35,34.2667,Food System,October 2023: Israeli forces launched an airstrike on agricultural lands.,Israeli Defence Forces,Host Government: Military,No Information on the Weapon Used,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111174,2023,10,27,2023-10-27
2023-10-27,31.3191,34.3401,Food System,October 2023: Israeli forces launched an airstrike on agricultural lands.,Israeli Defence Forces,Host Government: Military,No Information on the Weapon Used,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,111173,2023,10,27,2023-10-27
2023-10-27,31.35,34.2667,Food System,27 October 2023: Israeli forces launched an airstrike on agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96458,2023,10,27,2023-10-27
2023-10-27,31.3191,34.3401,Food System,27 October 2023: Israeli forces launched an airstrike on agricultural lands.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,96457,2023,10,27,2023-10-27
2023-10-31,31.534,34.4574,Food System,October 2023: Israeli military airplanes struck a bakery.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,Gaza Strip,111147,2023,10,31,2023-10-31
2023-10-31,31.534,34.4574,Food System,31 October 2023: Israeli military airplanes struck a bakery. An unspecified number of Palestinians were killed.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Supply,"Violence Affecting Marketgoers, Attack On a Market/Restaurant/Supermarket/Bakery",Gaza Strip,98161,2023,10,31,2023-10-31
2024-01-01,31.2586,34.2824,Food System,January 2024: Israeli warplanes struck agricultural land.,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,Gaza Strip,89692,2024,1,1,2024-01-01
