FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
A,Annual,FRA,France,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,45922.5,46454.9,46610.8,46731.0,47720.4,48257.5,49223.2,50157.8,50068.3,48405.0,49130.4,50085.7,49935.6,50066.5,50326.6,50682.9,50984.1,51895.6,52561.0,53448.6,49311.3,52517.3,53691.6,54017.9,54465.0
A,Annual,FSM,"Micronesia, Fed. Sts.",FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,3611.4,3679.2,3696.6,3760.2,3656.1,3747.9,3767.9,3727.3,3669.1,3742.8,3842.2,3958.9,3878.1,3727.4,3632.2,3788.9,3794.7,3811.8,3796.9,3938.6,3850.5,3944.7,3813.3,3814.2,3823.6
A,Annual,GAB,Gabon,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,21717.2,21604.8,20981.5,20875.5,20438.9,20385.3,19224.1,19751.9,18493.1,17911.1,18530.6,19153.1,19450.4,19836.5,20009.0,20147.7,19988.2,19555.7,19225.6,19491.4,18681.5,18523.6,18662.0,18702.7,18923.1
A,Annual,GBR,United Kingdom,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,43247.6,44189.9,44793.3,45990.7,46853.8,47804.8,48584.4,49473.0,48963.0,46348.8,47013.9,47178.9,47550.9,48083.8,49250.6,49983.3,50540.9,51601.1,52071.3,52645.5,47144.7,51004.4,52982.2,52502.9,52518.0
A,Annual,GEO,Georgia,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,5706.3,6074.1,6464.3,7227.7,7693.9,8485.6,9338.0,10567.3,10856.1,10553.1,11294.4,12288.7,13194.0,13913.0,14475.3,14936.8,15443.0,16237.6,17228.7,18186.9,17031.1,18915.7,20966.5,22590.5,25000.6
A,Annual,GHA,Ghana,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,3327.4,3369.5,3425.6,3507.8,3607.4,3721.3,3857.9,3923.1,4174.8,4269.2,4495.7,5005.4,5339.7,5593.8,5619.1,5607.4,5666.1,5993.6,6234.5,6508.2,6412.7,6607.5,6728.5,6808.5,7061.9
A,Annual,GIN,Guinea,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,2358.3,2412.8,2498.1,2473.2,2477.5,2501.2,2478.6,2587.0,2629.5,2537.3,2594.8,2673.4,2762.9,2802.6,2835.0,2869.9,3099.8,3332.8,3455.6,3557.5,3631.0,3738.8,3792.0,3904.8,4028.5
A,Annual,GMB,"Gambia, The",FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,2658.6,2737.7,2578.6,2682.5,2794.2,2653.6,2564.7,2567.2,2649.6,2745.3,2824.2,2519.8,2574.9,2572.4,2465.1,2496.0,2478.5,2533.2,2651.4,2750.8,2702.3,2777.8,2863.2,2932.3,3031.0
A,Annual,GNB,Guinea-Bissau,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,1950.8,2001.2,2029.2,1978.1,1955.7,2035.7,2040.2,2040.9,2080.1,2077.6,2138.0,2250.9,2154.3,2166.0,2130.2,2203.5,2265.6,2314.2,2344.9,2418.1,2413.7,2483.9,2564.4,2619.4,2685.6
A,Annual,GNQ,Equatorial Guinea,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,11767.5,18032.0,20242.4,21709.6,28226.0,31303.0,32251.8,35540.4,39994.6,38706.6,33668.9,34341.9,35711.5,32894.4,31765.9,27797.8,24435.1,22250.4,20165.5,18446.6,17089.2,16821.4,16932.8,15688.2,15454.4
A,Annual,GRC,Greece,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,31386.6,32675.9,34081.0,35970.7,37811.5,38147.0,40483.2,41796.2,41709.4,39886.2,37566.7,33906.5,31250.2,30762.4,31213.4,31348.0,31468.6,31995.4,32722.3,33502.8,30487.1,33531.2,35906.6,36854.5,37752.6
A,Annual,GRD,Grenada,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,11632.2,11340.2,11684.9,12734.3,12601.1,14220.6,13602.7,14385.1,14472.4,13471.8,13363.1,13406.1,13169.5,13394.5,14296.7,15146.0,15650.4,16301.5,16975.2,17047.4,14656.7,15298.1,16386.5,17128.7,17742.2
A,Annual,GRL,Greenland,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,44991.7,45405.9,44793.3,46649.0,49742.1,52189.0,55243.7,56763.2,60506.2,61035.6,61863.3,61170.9,62111.1,61659.6,64799.3,63364.1,66245.7,66297.2,66887.7,68534.9,68533.7,69302.0,70681.2,71037.5,
A,Annual,GTM,Guatemala,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,8770.4,8771.2,8901.5,8926.2,9003.9,9099.7,9386.0,9772.8,9889.6,9740.7,9825.0,10032.1,10126.8,10297.8,10553.6,10786.0,10872.6,11005.5,11192.4,11466.4,11097.2,11825.1,12147.9,12384.9,12640.9
A,Annual,GUY,Guyana,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,8025.3,8212.0,8314.0,8267.4,8404.2,8256.5,8702.3,9354.1,9546.7,9924.5,10374.4,10958.9,11535.0,11896.9,12030.1,12040.1,12420.5,12801.6,12980.4,13402.4,19234.1,22865.9,37068.2,49312.4,70297.4
A,Annual,HKG,"Hong Kong SAR, China",FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,39848.6,39777.9,40258.2,41570.6,44836.2,47938.9,50981.8,53813.1,54630.4,53172.3,56355.4,58672.8,59015.3,60601.6,61839.8,62779.7,63749.4,65662.8,66993.9,65388.3,61328.5,65884.9,64036.7,64428.7,66171.4
A,Annual,HND,Honduras,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,4579.7,4578.9,4627.0,4714.9,4885.3,5056.7,5263.2,5461.9,5566.7,5313.8,5396.1,5488.4,5600.6,5644.1,5705.2,5812.5,5926.5,6099.6,6219.3,6264.0,5603.3,6203.0,6352.6,6467.9,6585.9
A,Annual,HRV,Croatia,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,21302.5,22826.9,24137.4,25474.2,26529.2,27641.6,29039.3,30512.2,31116.5,29026.7,28704.5,28775.6,28260.8,28401.7,28460.7,29471.8,30824.9,32351.9,33730.9,35123.5,32493.6,36930.5,39861.8,41135.1,42631.3
A,Annual,HTI,Haiti,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,3256.6,3186.8,3163.6,3216.8,3120.8,3163.1,3164.8,3258.4,3289.7,3426.4,3195.2,3320.3,3285.7,3376.6,3423.7,3422.1,3435.7,3474.3,3485.7,3381.6,3229.5,3135.0,3047.7,2956.5,2800.7
A,Annual,HUN,Hungary,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,22117.9,23069.2,24229.3,25255.9,26568.1,27765.8,28903.0,29044.1,29384.0,27446.0,27801.8,28415.1,28179.7,28891.0,30264.9,31485.6,32379.0,33828.7,35798.0,37662.7,36119.5,38887.2,40657.0,40368.6,40702.2
A,Annual,IDN,Indonesia,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,6056.4,6190.5,6381.9,6599.1,6843.5,7140.9,7434.5,7802.5,8165.1,8435.5,8848.2,9275.0,9708.6,10121.8,10504.4,10893.7,11319.7,11772.6,12262.2,12757.8,12388.5,12757.1,13334.3,13890.0,14470.4
A,Annual,IND,India,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,3099.5,3188.8,3250.7,3445.9,3656.1,3882.0,4129.8,4379.7,4450.4,4731.4,5059.3,5249.5,5460.4,5732.2,6079.8,6488.1,6940.6,7326.6,7714.3,7930.1,7399.5,8050.0,8594.4,9301.8,9817.1
A,Annual,IRL,Ireland,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,53744.5,55702.2,58002.5,58785.2,61638.3,63771.6,65171.5,66676.5,62401.4,58623.1,59285.8,60001.1,59509.0,60494.2,65660.2,81053.4,80997.6,87942.4,93214.3,96369.6,101971.0,116904.0,124489.0,115505.0,115337.0
A,Annual,IRN,"Iran, Islamic Rep.",FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,10908.3,10998.1,11788.9,12666.2,12935.8,13056.2,13416.8,14275.7,14138.8,14105.0,14737.2,14941.3,14202.6,13804.8,14299.6,13905.2,14915.6,15108.1,14642.5,14040.7,14397.2,14951.9,15331.3,15912.0,16224.0
A,Annual,IRQ,Iraq,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,12702.2,12529.6,11144.1,6849.3,10210.6,10078.4,10568.9,10853.8,11511.9,11470.5,11816.8,12267.6,13357.0,13712.9,13536.8,13516.0,15016.1,14417.6,14456.2,14910.2,12827.6,12731.8,13433.4,13202.3,12725.0
A,Annual,ISL,Iceland,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,47771.2,49032.4,48868.6,49571.2,52971.8,55333.2,57463.7,60765.2,60963.5,56099.6,54589.0,55427.0,55719.3,57707.4,58031.9,59978.3,62880.3,63999.2,65354.3,65122.8,59627.2,61610.2,65475.4,67177.2,65645.1
A,Annual,ISR,Israel,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,33275.1,32590.2,31897.6,31780.8,32675.2,33512.9,34770.0,36317.9,36827.9,36403.2,37722.4,39075.4,39299.4,40148.8,40872.6,40967.4,41963.7,42947.1,43814.3,44580.8,42915.9,46162.1,48098.2,47527.2,47338.8
A,Annual,ITA,Italy,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,50353.4,51332.3,51369.1,51126.3,51495.0,51585.6,52304.2,52747.2,51806.4,48774.4,49301.7,49473.0,47796.0,46833.4,46825.7,47311.8,47987.8,48849.2,49133.1,49690.6,45505.1,49825.4,52333.3,52725.7,53115.1
A,Annual,JAM,Jamaica,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,9518.2,9585.3,9716.9,10012.3,10085.6,10119.5,10359.3,10458.0,10328.0,9838.3,9654.1,9778.7,9676.8,9687.6,9719.3,9778.1,9886.6,9964.4,10137.1,10216.1,9178.3,9577.2,10072.0,10332.1,10260.0
A,Annual,JOR,Jordan,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,8086.9,8339.8,8638.1,8800.5,9326.7,9839.7,9977.8,10161.4,10641.6,10938.5,10953.5,10977.5,11086.0,10799.4,10149.0,9581.7,9321.9,9339.8,9311.5,9288.5,9022.6,9182.5,9266.6,9381.4,9520.3
A,Annual,JPN,Japan,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,39005.9,39062.3,38987.9,39501.8,40351.8,41075.8,41613.1,42182.2,41645.6,39279.5,40881.8,40967.3,41596.9,42492.2,42674.7,43386.7,43736.1,44505.3,44848.5,44730.9,42992.5,44355.3,44972.3,45858.7,46097.4
A,Annual,KAZ,Kazakhstan,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,12935.9,14612.0,15960.9,17344.8,18886.6,20565.5,22574.3,24351.3,24895.7,24901.4,26374.8,27946.2,28881.2,30177.5,30986.4,30893.8,30758.3,31524.4,32330.2,33298.2,32011.5,32945.9,33506.3,34703.2,35905.4
A,Annual,KEN,Kenya,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,3756.6,3778.3,3681.3,3674.1,3743.6,3844.7,3970.7,4116.5,4002.9,4012.2,4211.5,4307.1,4387.9,4443.4,4558.6,4679.6,4770.3,4846.9,5017.7,5171.7,5057.4,5338.9,5491.7,5683.0,5823.4
A,Annual,KGZ,Kyrgyz Republic,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,3638.5,3795.9,3760.5,3982.9,4211.5,4157.0,4240.2,4558.7,4894.9,4970.0,4876.5,5092.9,4993.4,5418.5,5513.8,5600.2,5715.0,5861.2,5951.8,6087.6,5537.8,5736.5,6139.8,6575.8,7046.3
A,Annual,KHM,Cambodia,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,1922.0,2032.1,2126.3,2309.8,2491.3,2781.9,3041.1,3308.2,3501.9,3587.6,3711.5,3922.0,4159.2,4419.4,4702.7,4968.6,5283.7,5632.0,6050.6,6448.9,6128.8,6225.5,6458.4,6695.3,7011.6
A,Annual,KIR,Kiribati,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,2481.4,2357.6,2341.7,2258.0,2199.7,2183.8,2264.2,2286.4,2172.4,2138.0,2119.6,2150.4,2242.0,2382.4,2381.3,2615.8,2761.9,2822.7,2877.6,2927.5,2834.7,3020.5,3107.8,3140.6,3257.1
A,Annual,KNA,St. Kitts and Nevis,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,19840.6,20648.8,20813.4,19927.2,20661.3,22612.7,23259.0,23330.0,25898.8,24973.8,24997.6,25380.0,25114.1,26532.1,28530.3,28729.6,29867.0,29948.9,30576.2,31512.2,26736.9,26896.6,29712.7,30966.3,31270.7
A,Annual,KOR,"Korea, Rep.",FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,25111.1,26128.4,27984.6,28716.2,30089.2,31319.1,32795.2,34522.3,35293.4,35390.6,37611.0,38698.5,39420.4,40483.3,41518.1,42459.9,43538.0,44787.6,45890.4,46757.3,46361.6,48419.6,49777.9,50414.2,
A,Annual,KWT,Kuwait,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,60585.3,59099.7,59348.6,67984.3,73298.1,78193.9,79521.3,79474.8,77036.5,67896.3,62956.2,64844.5,64908.3,62458.8,60065.7,57763.5,56936.6,52285.6,51623.8,51380.6,49372.6,50652.0,51379.9,47777.4,45426.9
A,Annual,LAO,Lao PDR,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,2899.0,3015.6,3143.2,3283.0,3441.2,3630.6,3881.5,4112.3,4367.2,4625.1,4946.1,5266.9,5609.0,5974.5,6341.2,6703.7,7063.3,7432.5,7775.1,8075.3,7995.6,8080.4,8183.0,8372.2,8610.9
A,Annual,LBN,Lebanon,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,11571.7,11817.9,12053.8,12272.3,12882.1,13024.7,13003.7,13941.6,14955.1,16264.4,17390.8,17353.2,17323.3,16396.5,15205.9,14980.0,15572.4,16128.6,16290.1,15659.6,12507.4,11599.8,11474.8,11330.3,
A,Annual,LBR,Liberia,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,1868.2,1867.1,1887.6,1308.2,1326.5,1335.6,1364.6,1422.1,1463.1,1493.0,1538.9,1601.0,1669.0,1774.5,1750.1,1714.1,1653.3,1661.3,1648.0,1575.8,1497.4,1539.2,1579.0,1616.9,1658.3
A,Annual,LBY,Libya,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,17742.3,17111.5,16625.1,18417.9,18846.2,20644.0,21539.6,22416.1,21909.4,20513.6,21110.0,10739.1,20595.6,16553.1,12495.8,12192.1,11828.7,15424.1,16380.9,14333.4,9976.0,12641.5,11456.1,12478.1,12275.9
A,Annual,LCA,St. Lucia,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,18818.9,17993.6,17911.6,18522.5,19715.8,19491.2,20551.1,20759.3,21651.2,20907.3,20849.1,21637.9,21515.9,21029.3,21214.5,21143.0,21775.5,22422.6,22981.9,22738.2,17142.0,19101.2,22962.3,23403.7,24252.5
A,Annual,LKA,Sri Lanka,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,6428.6,6230.0,6409.9,6741.0,7059.9,7452.7,7970.7,8454.2,8897.8,9156.3,9832.2,10618.5,11447.7,12249.7,12910.0,13329.8,13845.6,14572.5,14759.8,14637.4,13886.7,14316.1,13249.1,13024.9,13752.8
A,Annual,LSO,Lesotho,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,1932.2,2004.0,2024.8,2127.4,2178.7,2275.0,2381.0,2470.3,2589.2,2538.2,2651.4,2749.3,2894.2,2914.4,2930.6,2987.0,3057.3,2924.7,2846.4,2773.3,2517.1,2544.8,2577.5,2595.8,2637.9
A,Annual,LTU,Lithuania,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,15771.4,16933.0,18216.5,20303.0,21867.3,23944.7,26129.3,29370.8,30445.8,26217.5,26887.5,29240.7,30920.3,32474.6,33975.1,35251.3,36618.1,38774.5,41019.8,43062.3,43091.8,45873.5,46651.2,46159.7,47169.0
A,Annual,LUX,Luxembourg,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,114142.0,116258.0,118758.0,120396.0,123720.0,124867.0,130285.0,138678.0,135812.0,129002.0,131432.0,129885.0,128895.0,129946.0,130248.0,130097.0,133662.0,132170.0,131734.0,132725.0,129866.0,136772.0,132574.0,129022.0,128182.0
A,Annual,LVA,Latvia,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,14554.2,15695.9,17096.6,18717.7,20574.1,23213.4,26431.8,29423.7,28727.0,24520.7,24119.7,25308.7,27496.5,28375.2,29243.7,30599.6,31668.5,33036.4,34729.7,35208.2,34225.9,36912.0,37681.0,38796.6,38936.0
A,Annual,MAC,"Macao SAR, China",FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,55936.2,57114.1,61564.9,67925.7,83915.2,87090.7,93725.0,102762.0,102356.0,104765.0,130596.0,155185.0,164065.0,174339.0,162582.0,123396.0,120755.0,133500.0,139788.0,133549.0,59791.5,74177.8,60089.8,104962.0,112844.0
A,Annual,MAR,Morocco,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,5100.1,5417.6,5544.1,5810.1,5996.4,6103.4,6488.7,6620.6,6902.0,7063.7,7210.6,7503.8,7628.6,7839.0,7951.8,8198.8,8141.9,8450.0,8611.8,8768.2,8054.6,8623.3,8666.1,8868.7,9065.9
A,Annual,MDA,Moldova,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,5727.1,6090.0,6580.3,7034.4,7573.6,8161.5,8577.0,8854.8,9563.7,9001.2,9650.0,10217.3,10158.4,11080.1,11641.1,11691.1,12377.4,13118.8,13895.5,14621.2,13559.3,15682.1,15358.0,15990.5,16465.9
A,Annual,MDG,Madagascar,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,1701.4,1748.5,1486.4,1584.7,1620.1,1648.2,1686.9,1731.6,1794.4,1673.2,1635.2,1614.6,1617.8,1610.6,1620.4,1627.6,1648.9,1669.7,1678.8,1707.8,1545.7,1577.4,1602.7,1629.5,1657.0
A,Annual,MDV,Maldives,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,13738.3,12978.0,13689.8,15316.1,15958.7,13942.9,16830.0,17440.0,18344.5,16230.0,16730.0,17581.8,17390.1,17986.9,18765.4,18829.4,19345.2,20036.7,21072.6,21855.5,14243.0,19052.6,21357.8,22287.0,23351.1
A,Annual,MEX,Mexico,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,20470.5,20078.2,19744.8,19701.5,20127.2,20277.3,20965.8,21102.3,20992.6,19385.5,20058.4,20457.6,20898.9,20805.3,21069.8,21408.9,21578.3,21777.5,21997.8,21704.2,19728.5,20782.6,21392.1,21905.2,22033.3
A,Annual,MHL,Marshall Islands,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,3772.2,4000.7,4121.8,4040.7,4012.3,4075.2,4075.6,4222.4,3903.3,4047.2,4269.4,4259.1,4244.0,4469.9,4492.0,4670.1,4896.5,5199.3,5635.3,6405.1,6417.2,6705.9,6844.3,6786.7,7212.3
A,Annual,MKD,North Macedonia,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,11987.6,11571.2,11829.6,12077.2,12682.7,13353.7,14117.5,15117.4,16037.2,16083.3,16730.2,17200.3,17189.0,17757.2,18451.2,19214.0,19824.7,20119.9,20804.8,21765.7,20970.3,22143.0,22821.0,23343.6,24464.0
A,Annual,MLI,Mali,FAO_FS_22013,"Gross domestic product per capita, PPP, (constant 2017 international $)",INT_USD_CAP,International Dollar per capita,FAO_FS,Suite of Food Security Indicators,0,Units,A,Normal value,PU,Public,1912.3,2141.0,2140.0,2262.1,2224.1,2314.0,2388.3,2400.7,2474.9,2506.6,2594.4,2612.8,2523.2,2508.9,2615.7,2686.6,2759.1,2816.2,2862.4,2916.2,2796.4,2796.2,2808.5,2854.8,2910.8
