Date,Event Public Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Food System Impact,All Food Security Categories,Event ID,Date Event Entered,Date Event Modified
2025-06-16,"16 June 2025: People waiting for aid were fired upon by Israeli forces, killing one person and injuring an unspecified number of others. _x000D_
",OPT,PSE,Gaza Strip,31.4482607,34.3935262,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107543,2025-07-13,2025-07-14
2025-06-16,"16 June 2025: IDPs who were waiting for aid at a INGO site were shelled by Israeli artillery, killing 20 people and injuring 200 others. ",OPT,PSE,Gaza Strip,31.331390912,34.230172047,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",109002,2025-07-17,2025-10-07
2025-06-15,15 June 2025: Two Palestinians were killed and over 50 people injured near a GHF distribution point.,OPT,PSE,Gaza Strip,31.3294,34.2299,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105731,2025-07-05,2025-07-13
2025-06-15,"15 June 2025: Three Palestinians were killed by Israeli forcesâ€™ fire near a INGO distribution point. _x000D_
",OPT,PSE,Gaza Strip,31.4818191668,34.4181960983,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105732,2025-07-05,2025-07-13
2025-06-15,"15 June 2025: People waiting for aid were fired upon by Israeli forces, killing one person. _x000D_
",OPT,PSE,Gaza Strip,31.5168053,34.4374877,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105733,2025-07-05,2025-07-13
2025-06-15,"15 June 2025: People waiting for aid were hit by an Israeli airstrike, killing two people._x000D_
",OPT,PSE,Gaza Strip,31.3424,34.325,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105734,2025-07-05,2025-07-13
2025-06-15,"15 June 2025: People waiting for aid were hit by an Israeli airstrike, killing three and injuring an unspecified number of others. ",OPT,PSE,Gaza Strip,31.287,34.2595,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107477,2025-07-10,2025-07-13
2025-06-15,"15 June 2025: In a camp, people waiting to receive aid were hit by an Israeli airstrike, killing one person. _x000D_
",OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107506,2025-07-12,2025-07-20
2025-06-14,14 June 2025: 15 people were killed and an unspecified number of others injured by Israeli forcesâ€™ fire while attempting to access aid. ,OPT,PSE,Gaza Strip,31.4591,34.3923,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105725,2025-07-05,2025-07-13
2025-06-14,"14 June 2025: People waiting for aid were hit by Israeli drones and tanks, killing two and injuring an unspecified number of others. ",OPT,PSE,Gaza Strip,31.484,34.4056,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105726,2025-07-05,2025-07-13
2025-06-14,"14 June 2025: In a camp, IDPs waiting for aid were fired upon by Israeli naval boats, killing 12 people and injuring 50 others.",OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearm: Boat,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105727,2025-07-05,2025-07-13
2025-06-14,14 June 2025: At least one Palestinian was killed and an unspecified injured when Israeli boats fired on people waiting for aid.,OPT,PSE,Gaza Strip,31.5168,34.4355,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearm: Boat,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105730,2025-07-05,2025-07-13
2025-06-13,"13 June 2025: People waiting at an aid distribution site were fired upon by Israeli forces, killing four and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.484,34.4056,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105713,2025-07-05,2025-07-13
2025-06-13,"13 June 2025: People waiting at an aid distribution site were fired upon by Israeli forces, killing two and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.3098,34.2414,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105714,2025-07-05,2025-07-13
2025-06-13,"13 June 2025: In a camp, an unspecified number of people were injured in an Israeli airstrike while attempting to access aid. ",OPT,PSE,Gaza Strip,31.4482157917,34.393408289,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105716,2025-07-05,2025-07-13
2025-06-13,13 June 2025: Three people were killed and ten injured by Israeli airstrikes when waiting for food aid.,OPT,PSE,Gaza Strip,31.4964,34.4522,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105717,2025-07-05,2025-07-13
2025-06-13,"13 June 2025: People waiting for aid were hit by an Israeli airstrike, killing three and injuring ten others. _x000D_
",OPT,PSE,Gaza Strip,31.4879035,34.4445419,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107502,2025-07-12,2025-07-14
2025-06-13,"13 June 2025: In a camp, an unspecified number of people were injured by an Israeli airstrike while attempting to access aid. ",OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107504,2025-07-12,2025-07-20
2025-06-12,"12 June 2025: People waiting for aid near an aid distribution centre were fired upon by Israeli forces, killing eight and injuring an unspecified number of others. _x000D_
",OPT,PSE,Gaza Strip,31.3098,34.2414,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid",105701,2025-07-05,2025-07-13
2025-06-12,"12 June 2025: People waiting for aid were bombed by Israeli drones and artillery shelled the area, killing 15 and injuring around 200 others. ",OPT,PSE,Gaza Strip,31.4707474778,34.4329325826,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105702,2025-07-05,2025-07-13
2025-06-12,"12 June 2025: In a camp, five people were killed and an unspecified number injured in an Israeli airstrike while attempting to access aid. ",OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105703,2025-07-05,2025-07-13
2025-06-11,"11 June 2025: An INGO aid distribution centre was hit by Israeli forces gunfire, killing nine people. _x000D_
",OPT,PSE,Gaza Strip,31.3098,34.2414,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105688,2025-07-05,2025-07-13
2025-06-11,"11 June 2025: People waiting for aid were struck by Israeli drones, while Israeli artillery and tanks shelled the area, killing over 28 people and injuring over 112. _x000D_
",OPT,PSE,Gaza Strip,31.484,34.4056,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105690,2025-07-05,2025-07-13
2025-06-11,"11 June 2025: Near a camp entrance, an unspecified number of people were injured by Israeli forces drone fire as they attempted to access humanitarian aid. _x000D_
",OPT,PSE,Gaza Strip,31.4384767815,34.4034718931,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107501,2025-07-12,2025-07-20
2025-06-11,"11 June 2025: People waiting for aid were fired upon and bombed by Israeli forces drones, injuring 15, including seven women. ",OPT,PSE,Gaza Strip,31.4851626,34.4146933,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107538,2025-07-13,2025-07-14
2025-06-11,"11 June 2025: People heading to an aid distribution site were struck by an Israeli drone, injuring a woman and a child. _x000D_
",OPT,PSE,Gaza Strip,31.4851626,34.4146933,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,Incident Affecting People Seeking Food Aid,107539,2025-07-13,2025-07-14
2025-06-10,10 June 2025: Seven people were killed and an unspecified number injures when Israeli forces opened fire at people waiting for food aid. ,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105671,2025-07-05,2025-07-13
2025-06-10,10 June 2025: At least five people were killed and over 100 injured when Israeli drones and artillery hit people waiting for food aid. ,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105672,2025-07-05,2025-07-13
2025-06-10,"10 June 2025: People waiting near an aid distribution site were fired upon by Israeli forces, killing seven and injuring an unspecified number._x000D_
",OPT,PSE,Gaza Strip,31.3098,34.2414,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107489,2025-07-10,2025-07-15
2025-06-10,"10 June 2025: In a camp, people waiting for aid were fired upon and bombed by an Israeli forces drone, killing one person and injuring 32 others.",OPT,PSE,Gaza Strip,31.4486413589,34.3925392752,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107492,2025-07-10,2025-07-20
2025-06-10,"10 June 2025: People waiting at an aid distribution site were fired upon by Israeli forces, killing 20, including a child, and injuring 124 others._x000D_
",OPT,PSE,Gaza Strip,31.4851626,34.4146933,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107493,2025-07-10,2025-07-14
2025-06-10,"10 June 2025: Four Palestinians were killed and 90 others injured when an Israeli airstrike struck a group of displaced people waiting for humanitarian aid. _x000D_
",OPT,PSE,Gaza Strip,31.5072150497,34.4716631215,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107499,2025-07-12,2025-07-14
2025-06-10,"10 June 2025: In a camp, a group of people attempting to access aid were hit by an Israeli drone strike, killing three people, including a child and injuring more than 100. ",OPT,PSE,Gaza Strip,31.4486413589,34.3925392752,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107500,2025-07-12,2025-07-20
2025-06-10,10 June 2025: At least 12 Palestinian were shot and killed and 124 injured by Israeli forces early in the morning near the GHF aid distribution centre.  ,OPT,PSE,Gaza Strip,31.4203604,34.3721462,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107507,2025-07-12,2025-07-14
2025-06-10,"10 June 2025: A group of people waiting for aid and attempting to collect flour were fired upon by Israeli forces, killing seven people and injuring an unspecified number.  ",OPT,PSE,Gaza Strip,31.4183455,34.3502476,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107512,2025-07-12,2025-07-12
2025-06-09,09 June 2025: An unspecified number of people were injured when Israeli forces opened fire on people waiting at an aid distribution site.,OPT,PSE,Gaza Strip,31.3369,34.2925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid",105658,2025-07-05,2025-07-13
2025-06-09,"09 June 2025: In a camp, people gathering near an aid distribution point were hit by an Israeli forces drone strike, injuring an unspecified number.",OPT,PSE,Gaza Strip,31.4482157917,34.393408289,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105659,2025-07-05,2025-07-14
2025-06-09,09 June 2025: At least 31 people were injured when an Israeli drone opened fire on people near an aid point. ,OPT,PSE,Gaza Strip,31.484,34.4056,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",105660,2025-07-05,2025-07-13
2025-06-21,"21 June 2025: Near a vegetable market, three children were killed by Israeli airstrikes.",OPT,PSE,Gaza Strip,31.4988,34.4699,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Violence Affecting Marketgoers, Attack On a Market/Restaurant/Supermarket/Bakery",113724,2025-08-26,2025-08-26
2025-06-09,"09 June 2025: Food aid distribution workers were hit by an Israeli airstrike, killing three and injuring an unspecified number of others. ",OPT,PSE,Gaza Strip,31.3832442721,34.3659085975,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Attack On Distribution Site",107474,2025-07-10,2025-09-22
2025-06-09,"09 June 2025: People near an aid distribution point were fired upon by an Israeli forces drone, injuring 31. ",OPT,PSE,Gaza Strip,31.4851626,34.4146933,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107486,2025-07-10,2025-07-11
2025-06-09,"09 June 2025: People waiting at an aid distribution site were fired upon by Israeli forces, injuring an unspecified number. _x000D_
",OPT,PSE,Gaza Strip,31.3369787199,34.2924714017,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107491,2025-07-10,2025-07-11
2025-06-09,09 June 2025: Eight Palestinians were killed and an unspecified number of people were injured by Israeli forcesâ€™ fire while waiting for food aid near a INGO centre.,OPT,PSE,Gaza Strip,31.3178611972,34.2306352155,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107513,2025-07-12,2025-07-17
2025-06-09,09 June 2025: Eleven Palestinians were injured when Israeli forces drones fired bullets and grenades towards people gathered near a GHF distribution point.  ,OPT,PSE,Gaza Strip,31.4797696306,34.4191347853,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Hand Grenade,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107514,2025-07-12,2025-07-12
2025-06-09,09 June 2025: Three Palestinians were killed and an unspecified number injured by Israeli forces while they were seeking aid. ,OPT,PSE,Gaza Strip,31.4879035,34.4445419,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107515,2025-07-12,2025-07-12
2025-06-08,08 June 2025: Israeli artillery shelled agricultural land.,OPT,PSE,Gaza Strip,31.4591,34.3923,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Food Production,Damage/Destruction Of Food-Related Equipment,105651,2025-07-05,2025-07-05
2025-06-08,"08 June 2025: People waiting at an aid distribution centre were fired upon by Israeli forces, killing 13 and injuring 70 others. ",OPT,PSE,Gaza Strip,31.3057618139,34.2411658156,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107469,2025-07-10,2025-07-10
2025-06-08,"08 June 2025: People near an aid distribution site were fired upon by Israeli forces, killing one person and injuring an unspecified number of others. _x000D_
",OPT,PSE,Gaza Strip,31.4851626,34.4146933,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107473,2025-07-10,2025-07-15
2025-06-08,08 June 2025: Four people were killed when Israeli forces fired at a large group of people near the GHF aid distribution point. ,OPT,PSE,Gaza Strip,31.2752047,34.2558269,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107517,2025-07-12,2025-07-12
2025-06-08,08 June 2025: One person was killed and an unspecified number of people injured when the Israeli forces fired at hundreds of people who were heading to receive aid. ,OPT,PSE,Gaza Strip,31.4573315942,34.4120872246,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107519,2025-07-12,2025-07-13
2025-06-07,"07 June 2025: Israeli drones struck an area with unknown casualties and airstrikes struck a municipal water vehicle, killing three people.",OPT,PSE,Gaza Strip,31.4394,34.4031,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,"Food Supply, Food Production","Damage/Destruction Of Food-Related Equipment, Damage/Destruction Of Commercial Food Transport",105644,2025-07-05,2025-07-05
2025-06-21,"21 June 2025: Near a vegetable market, three children were killed by Israeli airstrikes.",OPT,PSE,Gaza Strip,31.4988,34.4699,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Violence Affecting Marketgoers, Attack On a Market/Restaurant/Supermarket/Bakery",114085,2025-08-26,2025-08-26
2025-06-07,07 June 2025: At least five people were killed by Israeli forces near the GHF aid distribution point.  ,OPT,PSE,Gaza Strip,31.2752047,34.2558269,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107516,2025-07-12,2025-07-13
2025-06-07,"07 June 2025: IDPs waiting at an aid distribution centre in a camp were hit by an Israeli airstrike, killing five people and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.3121429425,34.24507155,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113013,2025-08-15,2025-08-16
2025-06-05,05 June 2025: Israeli forces airstrikes targeted a fishing boat.,OPT,PSE,Gaza Strip,31.5245,34.4326,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,105634,2025-07-05,2025-08-06
2025-06-05,"05 June 2025: People on their way to a humanitarian aid centre were fired upon by Israeli forces tanks, killing and injuring an unspecified number of people. _x000D_
",OPT,PSE,Gaza Strip,31.4673982627,34.4096041681,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,Incident Affecting People Seeking Food Aid,107471,2025-07-10,2025-07-13
2025-06-05,"05 June 2025: People heading to an INGO humanitarian aid distribution centre were hit by Israeli force gunfire, injuring at least five people. _x000D_
",OPT,PSE,Gaza Strip,31.3065684878,34.2412954449,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,107472,2025-07-10,2025-07-11
2025-06-04,"04 June 2025: A group of people waiting for humanitarian aid trucks were fired at by an Israeli aircraft, killing and injuring an unspecified number of people.",OPT,PSE,Gaza Strip,31.5045074599,34.4218920891,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107463,2025-07-10,2025-07-13
2025-06-09,"09 June 2025: Israeli forces airstrikes struck an area near a bakery, killing two people and injuring others.",OPT,PSE,Gaza Strip,31.5168,34.4355,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints",105661,2025-07-05,2025-07-05
2025-06-03,"03 June 2025: At least 27 Palestinian were killed and 90 injured when Israeli forces bombed and opened heavy gunfire directly at hundreds of people gathered to receive aid outside an INGO aid distribution centre._x000D_
",OPT,PSE,Gaza Strip,31.2741494276,34.2694467858,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Food Supply, Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Commercial Food Transport, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107511,2025-07-12,2025-07-17
2025-06-02,02 June 2025: Three Palestinians were killed and 35 others injured by the Israeli forces while waiting to receive aid near the GHF aid distribution centre. ,OPT,PSE,Gaza Strip,31.3098,34.2414,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,"Aid Systems, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Attack On Distribution Site",105606,2025-07-05,2025-07-13
2025-06-01,"01 June 2025: At least 30 people were killed and over 115 injured near the GHF aid distribution centre when Israeli forces opened fire directly at hundreds of people gathering to receive aid._x000D_
_x000D_
",OPT,PSE,Gaza Strip,31.341908688,34.2781320856,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107510,2025-07-12,2025-07-14
2025-06-01,"01 June 2025:One Palestinian was killed and 18 injured after Israeli forces hit a group of people gathering to receive aid, near the U.S distribution centre. ",OPT,PSE,Gaza Strip,31.4560503043,34.4124442737,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107527,2025-07-13,2025-07-13
2025-05-30,30 May 2025: Two Palestinians were shot and killed by Israeli forces near the GHF aid distribution facility. ,OPT,PSE,Gaza Strip,31.3181544963,34.2406095676,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",107526,2025-07-13,2025-07-13
2025-06-07,"07 June 2025: Israeli forces airstrikes struck the area of a market, which resulted in an unspecified number of deaths and injuries.",OPT,PSE,Gaza Strip,31.3502,34.3081,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Violence Affecting Marketgoers, Attack On a Market/Restaurant/Supermarket/Bakery",105647,2025-07-05,2025-07-05
2025-05-29,"29 May 2025: The vicinity of an INGO aid distribution site was fired upon by Israeli forces, injuring three people. ",OPT,PSE,Gaza Strip,31.3084659,34.2865698,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Attack On Distribution Site,110124,2025-07-22,2025-07-29
2025-05-28,28 May 2025: Four aid workers of an INGO were killed when their vehicle was struck by an Israeli forces drone while en route to deliver humanitarian food assistance. ,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Disruption Of Aid, Attack On Aid Workers Carrying Out Food-Related Programme",110117,2025-07-22,2025-09-22
2025-05-28,"28 May 2025: Near an NGO aid distribution centre, seven people were killed, including an elderly woman, and 15 were injured by Israeli forces gunfire. ",OPT,PSE,Gaza Strip,31.3087684725,34.2879867554,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Attack On Distribution Site,110118,2025-07-22,2025-09-23
2025-05-28,"28 May 2025: Hundreds of Palestinians stormed a UN food warehouse in a desperate attempt to find food. Two people were fatally crushed in the crowd, while two others died of gunshot wounds.",OPT,PSE,Gaza Strip,31.4183455,34.3502476,(2) 25 km precision,Multiple,"Beneficiaries, Israeli Defence Forces","Firearms, Unarmed Perpetrator",Aid Systems,"Looting Of Food Aid, Incident Affecting People Seeking Food Aid",110119,2025-07-22,2025-07-29
2025-05-27,"27 May 2025: A community kitchen was hit by an Israeli forces airstrike, killing one person and injuring another.",OPT,PSE,Gaza Strip,31.5128679,34.4581358,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: No Information on Platform Type,Aid Systems,Attack On Distribution Site,99611,2025-06-06,2025-06-30
2025-05-27,"27 May 2025: A crowd was fired upon by the Israeli defense force, while overrunning a new aid distribution site set up by an INGO. At least one person was killed and another 48 injured, including women and children.",OPT,PSE,Gaza Strip,31.4183455,34.3502476,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",99619,2025-06-07,2025-07-08
