Date,Event Public Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Food System Impact,All Food Security Categories,Event ID,Date Event Entered,Date Event Modified
2025-07-29,29 July 2025: Six Palestinians were injured by an Israeli drone strike while seeking humanitarian aid.,OPT,PSE,Gaza Strip,31.5017906439,34.4665683448,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117094,2025-09-25,2025-09-29
2025-07-29,29 July 2025: One person was killed and at least 80 others injured by Israeli gunfire while waiting for humanitarian aid.,OPT,PSE,Gaza Strip,31.5785354265,34.5018788071,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117097,2025-09-25,2025-09-29
2025-07-29,"29 July 2025: A group of people near an aid distribution site were fired upon by Israeli artillery and gunfire, killing at least eight people and injuring at least 126.",OPT,PSE,Gaza Strip,31.5617160443,34.4892597198,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117131,2025-09-26,2025-09-29
2025-07-29,29 July 2025: At least eight people were killed and 126 others injured due to open fire and heavy artillery shelling by Israeli forces at people waiting for food convoys. ,OPT,PSE,Gaza Strip,31.5756105345,34.4864151931,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117295,2025-09-28,2025-09-29
2025-07-28,28 July 2025: A bridge was targeted by Israeli artillery machine guns.,OPT,PSE,Gaza Strip,31.4675,34.4097,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Food Supply,Damage/Destruction Of Commercial Food Transport,114054,2025-08-26,2025-08-26
2025-07-28,28 July 2025: A bridge was targeted by Israeli artillery machine guns.,OPT,PSE,Gaza Strip,31.4675,34.4097,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Food Supply,Damage/Destruction Of Commercial Food Transport,114415,2025-08-26,2025-08-26
2025-07-28,"28 July 2025: At least 28 Palestinians were killed, including a nurse, and an unspecified number of others injured by Israeli fire at an aid distribution point.",OPT,PSE,Gaza Strip,31.2949877064,34.2942517521,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",115779,2025-09-09,2025-09-14
2025-07-28,"28 July 2025: A group of people near an INGO food distribution site were struck by an Israeli forces drone, killing seven people including an unspecified number of aid workers and injuring 22 others. 
",OPT,PSE,Gaza Strip,31.4553181307,34.414930942,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116506,2025-09-15,2025-09-22
2025-07-28,"28 July 2025: People waiting for humanitarian aid were shelled by Israeli forces artillery, killing 10 people, including children, and injuring an unspecified number of others. ",OPT,PSE,Gaza Strip,31.5514401031,34.4855262084,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117088,2025-09-25,2025-09-29
2025-07-28,28 July 2025: Six people assigned to secure humanitarian aid trucks were killed by an Israeli airstrike.,OPT,PSE,Gaza Strip,31.5831419452,34.5043774477,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Attack On Distribution Site",117089,2025-09-25,2025-10-11
2025-07-28,28 July 2025: At least one Palestinian was killed and an unspecified number of others injured  by Israeli gunfire while waiting for aid.,OPT,PSE,Gaza Strip,31.4750848079,34.4258138804,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117090,2025-09-25,2025-09-29
2025-07-28,"28 July 2025: A group of people waiting for aid were fired upon by Israeli forces, injuring 45 people.",OPT,PSE,Gaza Strip,31.5017906439,34.4665683448,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117092,2025-09-25,2025-09-29
2025-07-28,"28 July 2025: 10 people, including children, were killed and several others injured while waiting for humanitarian aid convoys.",OPT,PSE,Gaza Strip,31.5486972228,34.4987950023,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117294,2025-09-28,2025-09-29
2025-07-27,"27 July 2025: Palestinians waiting for humanitarian aid distribution near an INGO site were fired upon by Israeli forces, killing six people including two children and injuring an unspecified number of others. _x000D_
",OPT,PSE,Gaza Strip,31.2990881558,34.2666516225,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116494,2025-09-15,2025-09-18
2025-07-27,"27 July 2025: Palestinians waiting for aid distribution near an INGO site were fired upon by Israeli forces, killing 14 people and injuring 50 others. ",OPT,PSE,Gaza Strip,31.4695212764,34.4313167679,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116499,2025-09-15,2025-09-18
2025-07-27,"27 July 2025: 17 people were killed, including four children and a woman, and 113 were injured by Israeli forces gunfire and tank fire while seeking aid near an INGO distribution site. _x000D_
",OPT,PSE,Gaza Strip,31.5027511434,34.4682312012,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116505,2025-09-15,2025-09-18
2025-07-27,27 July 2025: People waiting for aid inside a camp were struck by Israeli artillery shelling killing at least one person.,OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117069,2025-09-25,2025-10-04
2025-07-27,"27 July 2025: People waiting for humanitarian aid were shelled by Israeli forces artillery, injuring an unspecified number of people.",OPT,PSE,Gaza Strip,31.561496641,34.4907188416,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117087,2025-09-25,2025-09-29
2025-07-27,"27 July 2025: Six people were killed, and others threatened while seeking aid, as a result of being fired upon by Israeli forces._x000D_
_x000D_
",OPT,PSE,Gaza Strip,31.2752047,34.2558269,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117248,2025-09-27,2025-10-06
2025-07-26,26 July 2025: 12 men were killed when they and others were waiting for a humanitarian aid convoy. ,OPT,PSE,Gaza Strip,31.3443293,34.3095897,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",115795,2025-09-10,2025-09-10
2025-07-26,"26 July 2025: Palestinians waiting for aid distribution near an INGO site were heavily fired upon by Israeli forces, killing 12.",OPT,PSE,Gaza Strip,31.3104550926,34.2718487909,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116453,2025-09-15,2025-09-18
2025-07-26,"26 July 2025: People waiting for aid near an aid distribution centre were fired upon by Israeli forces, killing at least 17 people and injuring 200 more.",OPT,PSE,Gaza Strip,31.577072992,34.5102862195,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117082,2025-09-25,2025-09-29
2025-07-26,26 July 2025: 10 people were killed and an unspecified number of others injured when Israeli forces opened fire on those waiting for a humanitarian aid convoy.,OPT,PSE,Gaza Strip,31.5826301211,34.4905471802,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117292,2025-09-28,2025-09-29
2025-07-26,26 July 2025: A charity kitchen was hit by Israeli forces airstrikes. ,OPT,PSE,Gaza Strip,31.3513137426,34.2636290707,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,Attack On Distribution Site,118120,2025-10-07,2025-10-07
2025-07-25,"25 July 2025: People waiting for aid near an INGO distribution site were fired upon by Israeli forces, killing four. ",OPT,PSE,Gaza Strip,31.2990881558,34.2666516225,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116451,2025-09-15,2025-09-18
2025-07-25,25 July 2025: A woman was killed by Israeli forcesâ€™ fire while waiting to receive aid near an INGO site.,OPT,PSE,Gaza Strip,31.2830204,34.2805069,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116452,2025-09-15,2025-09-18
2025-07-25,25 July 2025: 20 people were killed and more than 300 others injured when Israeli forces fire was opened towards those waiting for a humanitarian aid convoy.,OPT,PSE,Gaza Strip,31.5826301211,34.4905471802,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117291,2025-09-28,2025-10-07
2025-07-24,24 July 2025: Palestinian shepherds were fired upon by Israeli settlers.,OPT,PSE,Gaza Strip,31.4214,34.3865,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,114035,2025-08-26,2025-08-26
2025-07-24,24 July 2025: Palestinian shepherds were fired upon by Israeli settlers.,OPT,PSE,Gaza Strip,31.4214,34.3865,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,114396,2025-08-26,2025-08-26
2025-07-24,24 July 2025: Three Palestinians were killed and an unspecified number injured by Israeli forces fire while seeking humanitarian aid near the alleged al Tina aid centre. ,OPT,PSE,Gaza Strip,31.3370681668,34.3032628666,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",115777,2025-09-09,2025-09-09
2025-07-24,"24 July 2025: 14 people, including at least one woman, were killed when Israeli forces opened fire towards those who gathered near a food distribution point.",OPT,PSE,Gaza Strip,31.3443293,34.3095897,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",115794,2025-09-10,2025-09-10
2025-07-24,24 July 2025: Three Palestinians were killed and an unspecified number of others injured in an Israeli forces tanks and artillery shelling while seeking humanitarian aid.  ,OPT,PSE,Gaza Strip,31.4428699961,34.4025277933,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",115846,2025-09-11,2025-09-11
2025-07-24,"24 July 2025: People waiting for aid near an INGO distribution site were fired upon by Israeli forces, killing two people and injuring 10.",OPT,PSE,Gaza Strip,31.4553181307,34.414930942,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116449,2025-09-15,2025-09-18
2025-07-24,"24 July 2025: People waiting for aid in the vicinity of an INGO centre were fired upon by Israeli forces, killing 14 people and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.2990881558,34.2666516225,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116450,2025-09-15,2025-10-07
2025-07-24,"24 July 2025: A woman was killed by an Israeli forces sniper while seeking humanitarian aid near a INGO site. _x000D_
",OPT,PSE,Gaza Strip,31.2830204,34.2805069,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Sniper,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116640,2025-09-17,2025-09-18
2025-07-24,24 July 2025: Two women died and 17 were injured at a militarised aid distribution point.,OPT,PSE,Gaza Strip,31.2830204,34.2805069,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117252,2025-09-27,2025-10-06
2025-08-20,"20 August 2025: In a temporary shelter, a tent sheltering IDPs was hit by an Israeli forces airstrike, killing three people and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.532192,34.4667695,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,117351,2025-09-29,2025-10-04
2025-08-20,"20 August 2025: The vicinity of a bakery and a school in a camp was struck by an Israeli forces drone, killing one person and injuring an unspecified number of others. . ",OPT,PSE,Gaza Strip,31.4482157917,34.393408289,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,117751,2025-10-03,2025-10-13
2025-07-23,23 July 2025: At least one person was killed and an unspecified number of others injured when they were hit by an Israeli forces airstrike while waiting for aid. ,OPT,PSE,Gaza Strip,31.3266152,34.2890023,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",115778,2025-09-09,2025-09-09
2025-07-23,"23 July 2025: People waiting for aid near an INGO distribution site were fired upon by Israeli forces, killing four. _x000D_
",OPT,PSE,Gaza Strip,31.4553181307,34.414930942,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116446,2025-09-15,2025-09-17
2025-07-23,"23 July 2025: People near an INGO distribution site were fired upon by Israeli forces, killing two and injuring an unspecified number of others. _x000D_
",OPT,PSE,Gaza Strip,31.2990881558,34.2666516225,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116447,2025-09-15,2025-09-18
2025-07-23,"23 July 2025: In a camp, people waiting for aid at an INGO distribution site were fired upon by Israeli forces, killing five people and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116448,2025-09-15,2025-09-26
2025-07-22,22 July 2025: Agricultural land was struck by Israeli airstrikes.,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,114019,2025-08-26,2025-08-26
2025-07-22,22 July 2025: Agricultural land was struck by Israeli airstrikes.,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,114380,2025-08-26,2025-08-26
2025-07-22,"22 July 2025: People waiting for aid in the vicinity of an INGO distribution site were fired upon by Israeli forces, killing one. _x000D_
",OPT,PSE,Gaza Strip,31.4441517746,34.4053608202,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,116445,2025-09-15,2025-09-15
2025-07-22,22 July 2025: Seven Palestinians were killed by Israeli forces gunfire while waiting to receive food aid. ,OPT,PSE,Gaza Strip,31.4851626,34.4146933,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116757,2025-09-19,2025-09-19
2025-07-22,22 July 2025: Two Palestinian were killed by Israeli forces gunfire while waiting at a distribution site.,OPT,PSE,Gaza Strip,31.295732814,34.2459085453,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116760,2025-09-19,2025-09-19
2025-07-21,"21 July 2025: Agricultural areas were struck by Israeli drone strikes, resulting in at least five deaths and injuries to others.",OPT,PSE,Gaza Strip,31.4005,34.3375,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Production,Damage/Destruction Of Agricultural Land,114011,2025-08-26,2025-08-26
2025-07-23,"23 July 2025: The vicinity of a market was struck by Israeli airstrikes, killing one person and injuring others.",OPT,PSE,Gaza Strip,31.5045,34.4743,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints",114026,2025-08-26,2025-08-26
2025-07-21,"21 July 2025: Agricultural areas were struck by Israeli drone strikes, resulting in at least five deaths and injuries to others.",OPT,PSE,Gaza Strip,31.4005,34.3375,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Production,Damage/Destruction Of Agricultural Land,114372,2025-08-26,2025-08-26
2025-07-23,"23 July 2025: The vicinity of a market was struck by Israeli airstrikes, killing one person and injuring others.",OPT,PSE,Gaza Strip,31.5045,34.4743,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints",114387,2025-08-26,2025-08-26
2025-07-21,"21 July 2025: Markets were struck by Israeli drone strikes, resulting in at least five deaths and injuries to others.",OPT,PSE,Gaza Strip,31.4005,34.3375,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,114013,2025-08-26,2025-08-26
2025-07-21,"July 2025: People waiting for aid inside a camp were fired at by Israeli forces, killing three and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116441,2025-09-13,2025-10-04
2025-07-21,"21 July 2025: People waiting for aid near an INGO distribution site were fired upon by Israeli forces, killing four and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.502745,34.414577,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116444,2025-09-15,2025-09-15
2025-07-21,"21 July 2025: People waiting for aid were fired upon by Israeli forces, killing two and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.4869428108,34.4424819946,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",117079,2025-09-25,2025-09-29
2025-07-20,"20 July 2025: Two Palestinians were killed and an unspecified number of others injured by Israeli forces fire, while seeking food aid near an INGO distribution site. ",OPT,PSE,Gaza Strip,31.2958244916,34.2458440298,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113057,2025-08-15,2025-09-17
2025-07-20,"20 July 2025: At least 67 people were killed and at least 150 others were injured when Israeli forces fired upon them with tanks, snipers and other gunfire while they waited for a 25-vehicle convoy from World Food Program to cross the border. ",OPT,PSE,Gaza Strip,31.5501269,34.5033134,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113064,2025-08-15,2025-08-18
2025-07-20,20 July 2025: At least 32 people were killed by gunfire after Israeli forces opened fire on crowds of people seeking food from INGO distribution hubs. ,OPT,PSE,Gaza Strip,31.4432234,34.360007,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113100,2025-08-16,2025-08-18
2025-07-20,"20 July 2025: Fishermen's boats were fired upon by Israeli naval forces, resulting in injuries.",OPT,PSE,Gaza Strip,31.3822,34.271,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Firearm: Boat,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,114005,2025-08-26,2025-09-05
2025-07-20,"20 July 2025: Fishermen's boats were fired upon by Israeli naval forces, resulting in injuries.",OPT,PSE,Gaza Strip,31.3822,34.271,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Firearm: Boat,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,114366,2025-08-26,2025-09-05
2025-07-20,"20 July 2025: People waiting for aid near an INGO distribution site were fired upon by Israeli forces, killing four. _x000D_
",OPT,PSE,Gaza Strip,31.3374002515,34.3096109031,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",116443,2025-09-15,2025-09-15
2025-07-19,19 July 2025: At least 25 Palestinians were killed and more than 100 injured while seeking aid near an INGO distribution site. ,OPT,PSE,Gaza Strip,31.3443293,34.3095897,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113031,2025-08-15,2025-08-18
2025-07-18,"18 July 2025: Palestinians near an INGO distribution site were fired at by Israeli forces, killing two people and injuring four others with gunfire. ",OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113027,2025-08-15,2025-08-18
2025-07-18,18 July 2025: At least five Palestinians were killed and an unspecified number of others were injured by Israeli gunfire near an INGO distribution site. ,OPT,PSE,Gaza Strip,31.2752047,34.2558269,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113028,2025-08-15,2025-08-18
2025-07-18,18 July 2025: At least five Palestinians were killed and an unspecified number of others injured by Israeli gunfire near an INGO distribution site. ,OPT,PSE,Gaza Strip,31.3443293,34.3095897,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113030,2025-08-15,2025-08-18
2025-07-17,17 July 2025: Farmers were injured by Israeli drones while tending to their fields.,OPT,PSE,Gaza Strip,31.3624,34.2949,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,113988,2025-08-26,2025-08-26
2025-07-17,17 July 2025: Farmers were injured by Israeli drones while tending to their fields.,OPT,PSE,Gaza Strip,31.3624,34.2949,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,114349,2025-08-26,2025-08-26
2025-07-16,16 July 2025: 25 Palestinians were killed by Israeli forces while they were waiting to receive humanitarian aid near an INGO distribution site. 15 of whom died from tear gas inhalation fired by Israeli forces after US soldiers closed the main gate to the facility. ,OPT,PSE,Gaza Strip,31.3443293,34.3095897,(2) 25 km precision,Host Government: Military,"Israeli Defence Forces, US Military",Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113018,2025-08-15,2025-08-18
2025-07-21,"21 July 2025: Markets were struck by Israeli drone strikes, resulting in at least five deaths and injuries to others.",OPT,PSE,Gaza Strip,31.4005,34.3375,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,114374,2025-08-26,2025-08-26
2025-07-21,"21 July 2025: In a temporary shelter, a tent sheltering IDPs near a cafÃ© was hit by an Israeli forces airstrike, killing two people, including a child, and injuring an unspecified number of others.",OPT,PSE,Gaza Strip,31.3547432321,34.2649714547,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,115793,2025-09-10,2025-09-26
2025-07-15,"15 July 2025: In a camp, Palestinians waiting for humanitarian aid distribution were fired upon by Israeli forces, killing three people with gunfire._x000D_
",OPT,PSE,Gaza Strip,31.5356020826,34.4470303046,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",112727,2025-08-12,2025-08-31
2025-07-15,"15 July 2025: Two Palestinians were killed by Israeli forces gunshot, an unspecified number of others were injured while attempting to receive aid near an INGO distribution site. ",OPT,PSE,Gaza Strip,31.2752047,34.2558269,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",113012,2025-08-15,2025-08-18
2025-07-15,15 July 2025: A port was targeted by Israeli shelling from warships.,OPT,PSE,Gaza Strip,31.5245,34.4326,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Shelling,Food Supply,Damage/Destruction Of Commercial Food Transport,113964,2025-08-26,2025-09-05
2025-07-15,15 July 2025: A port was targeted by Israeli shelling from warships.,OPT,PSE,Gaza Strip,31.5245,34.4326,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Shelling,Food Supply,Damage/Destruction Of Commercial Food Transport,114325,2025-08-26,2025-09-05
2025-07-14,"14 July 2025: In a camp, a water distribution vehicle was hit by an Israeli airstrike, killing one person and injuring four others. _x000D_
",OPT,PSE,Gaza Strip,31.4482157917,34.393408289,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",112724,2025-08-12,2025-08-31
2025-07-14,14 July 2025: At least two Palestinians were killed by Israeli forces gunfire and an unspecified number of others were injured while attempting to receive aid near an INGO site. ,OPT,PSE,Gaza Strip,31.2752047,34.2558269,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",112726,2025-08-12,2025-08-13
2025-07-16,16 July 2025: A cafe was targeted by Israeli airstikes killing one person.,OPT,PSE,Gaza Strip,31.4646,34.3592,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,113976,2025-08-26,2025-09-05
2025-07-16,16 July 2025: A cafe was targeted by Israeli airstikes killing one person.,OPT,PSE,Gaza Strip,31.4646,34.3592,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,114337,2025-08-26,2025-09-23
2025-07-14,14 July 2025: A water transportation vehicle was destroyed by multiple Israeli airstrikes and drones.,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Damage/Destruction Of Commercial Food Transport,113954,2025-08-26,2025-08-26
2025-07-14,14 July 2025: Five Palestinians in a camp were killed and four injured by Israeli forces in a bombardment of a commercial shop.,OPT,PSE,Gaza Strip,31.4384767815,34.4034718931,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,113093,2025-08-16,2025-08-31
